abs_ssc,name,state,area
11143,Cudgen,New South Wales,10.22
11144,Cudgera Creek,New South Wales,24.50
11145,Cudmirrah,New South Wales,0.60
11146,Culburra Beach,New South Wales,13.37
11147,Culcairn,New South Wales,321.63
11148,Cullen Bullen,New South Wales,80.57
11149,Cullenbone,New South Wales,2.93
11150,Cullendore,New South Wales,56.08
11151,Cullerin,New South Wales,121.77
11152,Cullivel,New South Wales,108.28
11153,Culmaran Creek,New South Wales,33.17
11154,Cumbalum,New South Wales,16.59
11155,Cumbandry,New South Wales,11.00
11156,Cumberland Reach,New South Wales,3.43
11157,Cumbo,New South Wales,54.70
11158,Cumborah,New South Wales,1803.38
11159,Cumnock,New South Wales,407.07
11160,Cundle Flat,New South Wales,17.99
11161,Cundletown,New South Wales,18.55
11162,Cundumbul,New South Wales,74.31
11163,Cunjurong Point,New South Wales,1.59
11164,Cunningar,New South Wales,177.59
11165,Cunninyeuk,New South Wales,185.23
11166,Curban,New South Wales,423.18
11167,Curl Curl,New South Wales,1.28
11168,Curlew Waters,New South Wales,1.51
11169,Curlewis (NSW),New South Wales,570.14
11170,Curlwaa,New South Wales,25.22
11171,Curra Creek,New South Wales,91.38
11172,Currabubula,New South Wales,265.99
11173,Curragh,New South Wales,46.30
11174,Curramore (NSW),New South Wales,10.56
11175,Currans Hill,New South Wales,3.61
11176,Currarong,New South Wales,0.96
11177,Currawang,New South Wales,232.82
11178,Currawarna,New South Wales,186.37
11179,Curraweela,New South Wales,101.01
11180,Curricabark,New South Wales,98.34
11181,Currowan,New South Wales,165.17
11182,Cuttabri,New South Wales,296.94
11183,Cuttagee,New South Wales,15.07
11184,Dabee,New South Wales,91.79
11185,Daceyville,New South Wales,0.49
11186,Dairy Arm,New South Wales,22.24
11187,Dairy Flat,New South Wales,68.10
11188,Dairymans Plains,New South Wales,34.94
11189,Daleys Point,New South Wales,1.34
11190,Dalgety,New South Wales,211.82
11191,Dalmeny,New South Wales,7.15
11192,Dalmorton,New South Wales,330.00
11193,Dalswinton,New South Wales,27.15
11194,Dalton,New South Wales,67.90
11195,Dalwood (Ballina - NSW),New South Wales,10.88
11196,Dalwood (Singleton - NSW),New South Wales,10.85
11197,Dandaloo,New South Wales,507.40
11198,Dandry,New South Wales,831.41
11199,Dangar Island,New South Wales,0.32
11200,Dangarsleigh,New South Wales,99.44
11201,Dangelong,New South Wales,74.88
11202,Dapto,New South Wales,7.37
11203,Darawank,New South Wales,32.60
11204,Darbalara,New South Wales,110.69
11205,Darbys Falls,New South Wales,63.86
11206,Dareton,New South Wales,2.40
11207,Dargan,New South Wales,8.10
11208,Dark Corner,New South Wales,104.61
11209,Darkes Forest,New South Wales,25.55
11210,Darkwood,New South Wales,142.72
11211,Darling Point,New South Wales,0.67
11212,Darlinghurst,New South Wales,0.86
11213,Darlington (Singleton - NSW),New South Wales,0.29
11214,Darlington (Sydney - NSW),New South Wales,0.38
11215,Darlington Point,New South Wales,725.40
11216,Darlow,New South Wales,55.42
11217,Dartbrook,New South Wales,57.14
11218,Daruka,New South Wales,27.68
11219,Davidson,New South Wales,2.57
11220,Davis Creek,New South Wales,110.50
11221,Davistown,New South Wales,1.61
11222,Dawes Point,New South Wales,0.15
11223,Daysdale,New South Wales,312.67
11224,Dean Park,New South Wales,1.51
11225,Deauville,New South Wales,2.49
11226,Debenham,New South Wales,112.73
11227,Dee Why,New South Wales,3.05
11228,Deep Creek (Clarence Valley - NSW),New South Wales,63.49
11229,Deep Creek (Kempsey - NSW),New South Wales,32.35
11230,Deep Creek (Kyogle - NSW),New South Wales,97.75
11231,Deepwater (NSW),New South Wales,506.32
11232,Deer Vale,New South Wales,94.41
11233,Delegate,New South Wales,272.92
11234,Delungra,New South Wales,664.73
11235,Denham Court,New South Wales,13.43
11236,Denhams Beach,New South Wales,0.52
11237,Deniliquin,New South Wales,965.61
11238,Denistone,New South Wales,1.51
11239,Denistone East,New South Wales,0.70
11240,Denistone West,New South Wales,0.32
11241,Denman,New South Wales,116.65
11242,Depot Beach,New South Wales,2.15
11243,Derriwong,New South Wales,52.97
11244,Deua,New South Wales,526.34
11245,Deua River Valley,New South Wales,188.76
11246,Devils Hole,New South Wales,11.66
11247,Dewitt,New South Wales,114.85
11248,Dharruk,New South Wales,0.94
11249,Dhulura,New South Wales,39.29
11250,Dhuragoon,New South Wales,163.89
11251,Diamond Beach,New South Wales,10.43
11252,Diamond Head,New South Wales,28.65
11253,Diehard,New South Wales,87.90
11254,Diggers Camp,New South Wales,17.74
11255,Dignams Creek,New South Wales,121.39
11256,Dilkoon,New South Wales,31.36
11257,Dilpurra,New South Wales,153.52
11258,Dingo Forest,New South Wales,87.36
11259,Dinoga,New South Wales,286.38
11260,Dirnaseer,New South Wales,186.49
11261,Dirty Creek,New South Wales,15.61
11262,Dobies Bight,New South Wales,32.90
11263,Doctor George Mountain,New South Wales,7.17
11264,Doctors Gap,New South Wales,1.44
11265,Dog Rocks,New South Wales,49.19
11266,Dolans Bay,New South Wales,0.26
11267,Dolls Point,New South Wales,0.22
11268,Dollys Flat,New South Wales,18.75
11269,Dolphin Point,New South Wales,1.49
11270,Dombarton,New South Wales,8.35
11271,Donald Creek,New South Wales,18.44
11272,Dondingalong,New South Wales,83.06
11273,Doon Doon,New South Wales,41.98
11274,Doonbah,New South Wales,9.12
11275,Doonside,New South Wales,5.96
11276,Dooralong,New South Wales,22.56
11277,Dora Creek,New South Wales,10.26
11278,Dorrigo,New South Wales,40.54
11279,Dorrigo Mountain,New South Wales,41.37
11280,Dorroughby,New South Wales,9.13
11281,Double Bay,New South Wales,0.79
11282,Doubtful Creek,New South Wales,56.13
11283,Douglas Park,New South Wales,26.77
11284,Dover Heights,New South Wales,0.95
11285,Downside,New South Wales,79.37
11286,Doyalson,New South Wales,8.28
11287,Doyalson North,New South Wales,3.46
11288,Doyles Creek,New South Wales,260.83
11289,Doyles River,New South Wales,108.02
11290,Drake,New South Wales,284.50
11291,Drildool,New South Wales,256.85
11292,Dripstone,New South Wales,70.32
11293,Drummoyne,New South Wales,2.31
11294,Dry Creek (NSW),New South Wales,31.79
11295,Dry Plain,New South Wales,118.79
11296,Dubbo,New South Wales,990.70
11297,Duck Creek,New South Wales,80.39
11298,Duckenfield,New South Wales,2.45
11299,Duckmaloi,New South Wales,31.69
11300,Dudley,New South Wales,5.46
11301,Duffys Forest,New South Wales,4.62
11302,Dulguigan,New South Wales,11.86
11303,Dulwich Hill,New South Wales,2.12
11304,Dum Dum,New South Wales,10.55
11305,Dumaresq,New South Wales,127.37
11306,Dumaresq Island,New South Wales,8.47
11307,Dumaresq Valley,New South Wales,287.44
11308,Dumbudgery,New South Wales,30.21
11309,Dunbible,New South Wales,15.22
11310,Dunbogan,New South Wales,6.81
11311,Duncans Creek,New South Wales,69.71
11312,Dundas (NSW),New South Wales,1.35
11313,Dundas Valley,New South Wales,1.78
11314,Dundee,New South Wales,309.42
11315,Dundurrabin,New South Wales,156.58
11316,Dunedoo,New South Wales,1500.74
11317,Dungarubba,New South Wales,15.48
11318,Dungay,New South Wales,16.61
11319,Dungeree,New South Wales,42.61
11320,Dungog,New South Wales,5.50
11321,Dungowan,New South Wales,173.11
11322,Dunkeld (NSW),New South Wales,9.41
11323,Dunmore (NSW),New South Wales,18.52
11324,Dunolly (NSW),New South Wales,1.67
11325,Dunoon,New South Wales,30.33
11326,Duns Creek,New South Wales,27.71
11327,Dunville Loop,New South Wales,42.27
11328,Dural (Hornsby - NSW),New South Wales,34.13
11329,Dural (Singleton - NSW),New South Wales,46.44
11330,Duramana,New South Wales,130.71
11331,Duranbah,New South Wales,10.87
11332,Duri,New South Wales,138.83
11333,Duroby,New South Wales,2.64
11334,Durran Durra,New South Wales,87.56
11335,Durras North,New South Wales,10.08
11336,Durren Durren,New South Wales,4.37
11337,Duval,New South Wales,20.09
11338,Dyers Crossing,New South Wales,38.85
11339,Dyraaba,New South Wales,66.25
11340,Dyrring,New South Wales,29.57
11341,Eagle Vale,New South Wales,2.52
11342,Eagleton,New South Wales,15.94
11343,Earlwood,New South Wales,5.61
11344,East Albury,New South Wales,12.33
11345,East Ballina,New South Wales,6.50
11346,East Branxton,New South Wales,1.32
11347,East Coraki,New South Wales,45.72
11348,East Corrimal,New South Wales,1.40
11349,East Gosford,New South Wales,2.08
11350,East Gresford,New South Wales,31.58
11351,East Hills,New South Wales,1.43
11352,East Jindabyne,New South Wales,49.30
11353,East Kangaloon,New South Wales,45.71
11354,East Kempsey,New South Wales,3.75
11355,East Killara,New South Wales,3.19
11356,East Kurrajong,New South Wales,35.62
11357,East Lindfield,New South Wales,2.33
11358,East Lismore,New South Wales,6.54
11359,East Lynne,New South Wales,37.26
11360,East Maitland,New South Wales,15.94
11361,East Ryde,New South Wales,1.09
11362,East Seaham,New South Wales,37.70
11363,East Tamworth,New South Wales,14.81
11364,East Wagga Wagga,New South Wales,10.55
11365,East Wardell,New South Wales,20.29
11366,Eastern Creek,New South Wales,20.43
11367,Eastgardens,New South Wales,0.54
11368,Eastlakes,New South Wales,2.00
11369,Eastwood (NSW),New South Wales,5.19
11370,Eatonsville,New South Wales,19.88
11371,Ebenezer (NSW),New South Wales,21.86
11372,Ebor,New South Wales,329.67
11373,Eccleston,New South Wales,54.76
11374,Edderton,New South Wales,43.83
11375,Eden,New South Wales,85.46
11376,Eden Creek,New South Wales,37.77
11377,Edensor Park,New South Wales,3.10
11378,Edenville,New South Wales,31.30
11379,Edgecliff,New South Wales,0.32
11380,Edgeroi,New South Wales,346.99
11381,Edgeworth,New South Wales,6.02
11382,Edith (NSW),New South Wales,62.86
11383,Edmondson Park,New South Wales,6.95
11384,Edrom,New South Wales,37.88
11385,Eenaweena,New South Wales,305.83
11386,Eglinton (NSW),New South Wales,63.47
11387,Eighteen Mile,New South Wales,71.07
11388,Elands,New South Wales,113.08
11389,Elanora Heights,New South Wales,3.88
11390,Elcombe,New South Wales,185.93
11391,Elderslie (Camden - NSW),New South Wales,5.04
11392,Elderslie (Singleton - NSW),New South Wales,19.85
11393,Eleebana,New South Wales,4.21
11394,Elermore Vale,New South Wales,5.07
11395,Elizabeth Bay,New South Wales,0.25
11396,Elizabeth Beach,New South Wales,1.62
11397,Elizabeth Hills,New South Wales,1.12
11398,Ellalong,New South Wales,35.41
11399,Elland,New South Wales,33.61
11400,Ellangowan (NSW),New South Wales,167.37
11401,Ellenborough,New South Wales,134.68
11402,Ellerslie (Snowy Valleys - NSW),New South Wales,104.12
11403,Ellerslie (Wentworth - NSW),New South Wales,23.13
11404,Ellerston,New South Wales,290.39
11405,Ellis Lane,New South Wales,3.58
11406,Elong Elong,New South Wales,221.64
11407,Elrington,New South Wales,23.68
11408,Elsmore,New South Wales,120.41
11409,Eltham (NSW),New South Wales,16.62
11410,Elvina Bay,New South Wales,0.25
11411,Emerald Beach,New South Wales,15.04
11412,Emerald Hill,New South Wales,190.19
11413,Emerton,New South Wales,0.90
11414,Emmaville,New South Wales,618.75
11415,Empire Bay,New South Wales,3.97
11416,Empire Vale,New South Wales,14.27
11417,Emu Heights (NSW),New South Wales,3.43
11418,Emu Plains,New South Wales,8.25
11419,Emu Swamp,New South Wales,58.34
11420,Endrick,New South Wales,162.35
11421,Enfield (NSW),New South Wales,0.73
11422,Engadine,New South Wales,9.23
11423,Englorie Park,New South Wales,0.11
11424,Enmore (Armidale Regional - NSW),New South Wales,222.17
11425,Enmore (Inner West - NSW),New South Wales,0.44
11426,Enngonia,New South Wales,6039.75
11427,Environa,New South Wales,8.36
11428,Epping (NSW),New South Wales,6.84
11429,Eraring,New South Wales,7.90
11430,Eremerang,New South Wales,1813.51
11431,Erigolia,New South Wales,302.44
11432,Erin Vale,New South Wales,155.42
11433,Erina,New South Wales,5.15
11434,Erina Heights,New South Wales,1.52
11435,Ermington,New South Wales,4.13
11436,Erowal Bay,New South Wales,3.39
11437,Errowanbang,New South Wales,60.89
11438,Erskine Park,New South Wales,8.39
11439,Erskineville,New South Wales,0.81
11440,Erudgere,New South Wales,42.22
11441,Eschol Park,New South Wales,2.73
11442,Esk (NSW),New South Wales,55.84
11443,Essington,New South Wales,141.38
11444,Estella,New South Wales,1.99
11445,Ettalong Beach,New South Wales,1.78
11446,Ettamogah,New South Wales,20.50
11447,Ettrema,New South Wales,178.67
11448,Ettrick (NSW),New South Wales,44.16
11449,Euabalong,New South Wales,2038.33
11450,Euabalong West,New South Wales,0.60
11451,Euberta,New South Wales,104.76
11452,Euchareena,New South Wales,421.18
11453,Eucumbene,New South Wales,3.86
11454,Eugowra,New South Wales,519.70
11455,Eulah Creek,New South Wales,107.33
11456,Eumungerie,New South Wales,350.34
11457,Eunanoreenya,New South Wales,39.07
11458,Eungai Creek,New South Wales,24.11
11459,Eungai Rail,New South Wales,10.09
11460,Eungella (NSW),New South Wales,28.84
11461,Eureka (NSW),New South Wales,21.49
11462,Eurimbla,New South Wales,111.38
11463,Eurobodalla,New South Wales,40.35
11464,Euroka,New South Wales,9.00
11465,Euroley,New South Wales,296.66
11466,Eurongilly,New South Wales,153.98
11467,Eurunderee,New South Wales,48.30
11468,Euston,New South Wales,3345.62
11469,Evans Head,New South Wales,22.25
11470,Evans Plains,New South Wales,65.62
11471,Eveleigh,New South Wales,0.53
11472,Eviron,New South Wales,14.41
11473,Ewingar,New South Wales,116.83
11474,Ewingsdale,New South Wales,18.78
11475,Exeter (NSW),New South Wales,51.54
11476,Failford,New South Wales,15.64
11477,Fairfield (NSW),New South Wales,4.43
11478,Fairfield East,New South Wales,1.99
11479,Fairfield Heights,New South Wales,1.47
11480,Fairfield West,New South Wales,3.22
11481,Fairholme,New South Wales,332.29
11482,Fairlight,New South Wales,1.17
11483,Fairy Hill,New South Wales,28.08
11484,Fairy Meadow,New South Wales,3.42
11485,Falbrook,New South Wales,16.16
11486,Falconer,New South Wales,49.85
11487,Falls Creek (NSW),New South Wales,29.46
11488,Far Meadow,New South Wales,13.17
11489,Fargunyah,New South Wales,72.50
11490,Farley,New South Wales,13.21
11491,Farmborough Heights,New South Wales,3.04
11492,Farnham,New South Wales,27.57
11493,Farrants Hill,New South Wales,3.57
11494,Farringdon,New South Wales,67.48
11495,Fassifern (NSW),New South Wales,5.33
11496,Faulconbridge,New South Wales,14.93
11497,Faulkland,New South Wales,37.43
11498,Fawcetts Plain,New South Wales,27.27
11499,Federal (NSW),New South Wales,27.59
11500,Fennell Bay,New South Wales,2.72
11501,Fern Bay,New South Wales,8.35
11502,Fern Gully,New South Wales,3.42
11503,Fernances,New South Wales,6.11
11504,Fernances Crossing,New South Wales,14.58
11505,Fernbank Creek,New South Wales,14.73
11506,Fernbrook,New South Wales,42.96
11507,Fernhill,New South Wales,0.39
11508,Fernleigh,New South Wales,11.46
11509,Fernmount,New South Wales,16.59
11510,Fernside,New South Wales,14.92
11511,Fernvale (NSW),New South Wales,12.95
11512,Ferodale,New South Wales,81.99
11513,Fiddletown,New South Wales,69.41
11514,Fifield,New South Wales,665.04
11515,Figtree,New South Wales,8.56
11516,Findon Creek,New South Wales,67.53
11517,Fine Flower,New South Wales,60.84
11518,Fingal Bay,New South Wales,9.61
11519,Fingal Head,New South Wales,4.32
11520,Finley,New South Wales,535.90
11521,Firefly,New South Wales,46.68
11522,Fishermans Bay,New South Wales,1.16
11523,Fishermans Paradise,New South Wales,0.99
11524,Fishermans Reach,New South Wales,18.97
11525,Fishers Hill,New South Wales,14.54
11526,Fishing Point,New South Wales,0.67
11527,Fitzgeralds Mount,New South Wales,21.51
11528,Fitzgeralds Valley,New South Wales,5.74
11529,Fitzroy Falls,New South Wales,70.79
11530,Five Dock,New South Wales,2.45
11531,Five Ways,New South Wales,573.92
11532,Flat Tops,New South Wales,18.22
11533,Fletcher (NSW),New South Wales,6.18
11534,Flinders (NSW),New South Wales,2.31
11535,Floraville,New South Wales,1.36
11536,Forbes (NSW),New South Wales,1082.12
11537,Forbes Creek,New South Wales,39.03
11538,Forbes River,New South Wales,218.53
11539,Forbesdale,New South Wales,37.55
11540,Fords Bridge,New South Wales,3778.60
11541,Fordwich,New South Wales,23.68
11542,Forest Glen (NSW),New South Wales,5.60
11543,Forest Grove (NSW),New South Wales,8.43
11544,Forest Hill (NSW),New South Wales,34.62
11545,Forest Land,New South Wales,209.15
11546,Forest Lodge,New South Wales,0.44
11547,Forest Reefs,New South Wales,66.07
11548,Forestville (NSW),New South Wales,4.69
11549,Forresters Beach,New South Wales,2.77
11550,Forster (NSW),New South Wales,32.54
11551,Fortis Creek,New South Wales,106.90
11552,Fosters Valley,New South Wales,55.83
11553,Fosterton,New South Wales,32.45
11554,Fountaindale,New South Wales,7.77
11555,Four Corners,New South Wales,257.54
11556,Four Mile Creek (NSW),New South Wales,29.27
11557,Fowlers Gap,New South Wales,4164.83
11558,Foxground,New South Wales,20.06
11559,Frazer Park,New South Wales,2.98
11560,Frazers Creek,New South Wales,46.16
11561,Frederickton,New South Wales,12.26
11562,Freeburn Island,New South Wales,4.02
11563,Freemans,New South Wales,2.24
11564,Freemans Reach,New South Wales,24.60
11565,Freemans Waterhole,New South Wales,35.76
11566,Freemantle,New South Wales,59.88
11567,French Park,New South Wales,21.28
11568,Frenchs Forest,New South Wales,8.64
11569,Freshwater (NSW),New South Wales,1.78
11570,Frog Rock,New South Wales,13.80
11571,Frogmore,New South Wales,304.21
11572,Frogs Hollow,New South Wales,16.34
11573,Frying Pan,New South Wales,65.48
11574,Fullerton,New South Wales,204.37
11575,Fullerton Cove,New South Wales,18.48
11576,Furracabad,New South Wales,77.64
11577,Gadara,New South Wales,47.02
11578,Gala Vale,New South Wales,121.84
11579,Galambine,New South Wales,58.46
11580,Galong,New South Wales,260.13
11581,Galore,New South Wales,259.02
11582,Galston,New South Wales,23.56
11583,Ganbenang,New South Wales,136.91
11584,Gangat,New South Wales,9.67
11585,Ganmain,New South Wales,439.87
11586,Garah,New South Wales,2334.29
11587,Garden Suburb,New South Wales,1.90
11588,Garema,New South Wales,302.67
11589,Garland,New South Wales,85.86
11590,Garland Valley,New South Wales,96.41
11591,Garoo,New South Wales,261.14
11592,Garra,New South Wales,60.07
11593,Garthowen,New South Wales,73.06
11594,Gateshead,New South Wales,2.68
11595,Gearys Flat,New South Wales,87.44
11596,Geehi,New South Wales,366.38
11597,Gelston Park,New South Wales,30.05
11598,Gemalla,New South Wales,24.72
11599,Geneva,New South Wales,13.98
11600,Georges Creek (NSW),New South Wales,183.75
11601,Georges Hall,New South Wales,3.32
11602,Georges Plains,New South Wales,43.85
11603,Georgetown (NSW),New South Wales,0.55
11604,Georgica,New South Wales,28.28
11605,Gerogery,New South Wales,168.96
11606,Gerringong,New South Wales,10.86
11607,Gerroa,New South Wales,9.00
11608,Geurie,New South Wales,190.42
11609,Ghinni Ghi,New South Wales,62.66
11610,Ghinni Ghinni,New South Wales,6.91
11611,Ghoolendaadi,New South Wales,201.44
11612,Giants Creek,New South Wales,147.64
11613,Gibberagee,New South Wales,155.38
11614,Gibraltar Range,New South Wales,520.88
11615,Gidginbung,New South Wales,136.91
11616,Gidley,New South Wales,20.90
11617,Gilead,New South Wales,28.04
11618,Gilgai,New South Wales,86.17
11619,Gilgandra,New South Wales,648.13
11620,Gilgooma,New South Wales,368.52
11621,Gilgunnia,New South Wales,361.64
11622,Gillenbah,New South Wales,293.03
11623,Gilletts Ridge,New South Wales,6.88
11624,Gillieston Heights,New South Wales,11.80
11625,Gilmandyke,New South Wales,54.95
11626,Gilmore (NSW),New South Wales,95.59
11627,Gin Gin (NSW),New South Wales,567.18
11628,Gineroi,New South Wales,172.63
11629,Ginghi,New South Wales,53.42
11630,Gingkin,New South Wales,140.67
11631,Girards Hill,New South Wales,0.73
11632,Girilambone,New South Wales,1702.91
11633,Giro,New South Wales,181.88
11634,Girral,New South Wales,404.99
11635,Girralong,New South Wales,40.43
11636,Girraween (NSW),New South Wales,2.32
11637,Girvan,New South Wales,66.25
11638,Gladesville,New South Wales,3.51
11639,Gladstone (NSW),New South Wales,6.62
11640,Glanmire (NSW),New South Wales,46.84
11641,Glebe (NSW),New South Wales,1.69
11642,Gledswood Hills,New South Wales,4.07
11643,Glen Alice,New South Wales,140.11
11644,Glen Allen,New South Wales,148.97
11645,Glen Alpine,New South Wales,5.36
11646,Glen Davis,New South Wales,358.47
11647,Glen Elgin,New South Wales,310.67
11648,Glen Fergus,New South Wales,59.40
11649,Glen Innes,New South Wales,198.30
11650,Glen Martin,New South Wales,69.24
11651,Glen Nevis,New South Wales,113.08
11652,Glen Oak,New South Wales,44.54
11653,Glen Ward,New South Wales,107.66
11654,Glen William,New South Wales,26.11
11655,Glenbawn,New South Wales,114.19
11656,Glenbrook,New South Wales,6.99
11657,Glencoe (NSW),New South Wales,155.55
11658,Glendale (NSW),New South Wales,3.76
11659,Glendenning,New South Wales,3.57
11660,Glendon,New South Wales,10.68
11661,Glendon Brook,New South Wales,161.86
11662,Glenelg (NSW),New South Wales,146.37
11663,Glenellen,New South Wales,36.61
11664,Glenfield (NSW),New South Wales,6.99
11665,Glenfield Park,New South Wales,3.06
11666,Glengarrie,New South Wales,6.44
11667,Glenhaven,New South Wales,7.21
11668,Gleniffer,New South Wales,63.84
11669,Glenmore (NSW),New South Wales,6.70
11670,Glenmore Park,New South Wales,9.74
11671,Glennies Creek,New South Wales,40.20
11672,Glenning Valley,New South Wales,5.66
11673,Glenorie,New South Wales,79.44
11674,Glenquarry,New South Wales,44.99
11675,Glenreagh,New South Wales,86.24
11676,Glenridding,New South Wales,9.34
11677,Glenrock (NSW),New South Wales,304.52
11678,Glenroy (Albury - NSW),New South Wales,8.06
11679,Glenroy (Snowy Valleys - NSW),New South Wales,96.97
11680,Glenthorne,New South Wales,9.19
11681,Glenugie,New South Wales,106.35
11682,Glenwood (NSW),New South Wales,5.12
11683,Glenworth Valley,New South Wales,22.75
11684,Glossodia,New South Wales,15.54
11685,Gloucester,New South Wales,59.12
11686,Gloucester Tops,New South Wales,78.70
11687,Goat Island,New South Wales,0.31
11688,Gobarralong,New South Wales,208.66
11689,Gobbagombalin,New South Wales,43.26
11690,Gocup,New South Wales,62.64
11691,Godfreys Creek,New South Wales,247.34
11692,Gogeldrie,New South Wales,103.56
11693,Gol Gol,New South Wales,20.48
11694,Gollan,New South Wales,249.30
11695,Golspie,New South Wales,205.21
11696,Gongolgon,New South Wales,2212.88
11697,Gonn,New South Wales,186.42
11698,Goobarragandra,New South Wales,505.09
11699,Good Forest,New South Wales,22.14
11700,Good Hope,New South Wales,142.29
11701,Goodnight,New South Wales,93.18
11702,Goodooga,New South Wales,3488.15
11703,Goodwood Island,New South Wales,10.05
11704,Googong,New South Wales,71.90
11705,Goolgowi,New South Wales,864.80
11706,Goolhi,New South Wales,453.82
11707,Goolma,New South Wales,244.46
11708,Goolmangar,New South Wales,13.16
11709,Gooloogong,New South Wales,289.85
11710,Goombargana,New South Wales,121.49
11711,Goonellabah,New South Wales,23.11
11712,Goonengerry,New South Wales,27.71
11713,Goonoo Forest,New South Wales,505.04
11714,Goonoo Goonoo,New South Wales,33.85
11715,Goonumbla,New South Wales,330.83
11716,Goorangoola,New South Wales,83.89
11717,Goorianawa,New South Wales,210.44
11718,Gordon (NSW),New South Wales,3.79
11719,Gorge Creek,New South Wales,50.44
11720,Gormans Hill,New South Wales,16.49
11721,Gorokan,New South Wales,3.09
11722,Gosford,New South Wales,2.95
11723,Gosforth,New South Wales,6.66
11724,Gostwyck,New South Wales,83.87
11725,Goulburn,New South Wales,55.58
11726,Gouldsville,New South Wales,5.33
11727,Gowan,New South Wales,134.30
11728,Gowang,New South Wales,212.31
11729,Gowrie (Singleton - NSW),New South Wales,4.60
11730,Gowrie (Tamworth Regional - NSW),New South Wales,126.91
11731,Grabben Gullen,New South Wales,84.53
11732,Gradys Creek,New South Wales,71.00
11733,Grafton,New South Wales,12.67
11734,Gragin,New South Wales,27.92
11735,Grahamstown,New South Wales,33.84
11736,Graman,New South Wales,308.61
11737,Grants Beach,New South Wales,6.03
11738,Granville (NSW),New South Wales,3.33
11739,Grasmere,New South Wales,5.44
11740,Grassy Head,New South Wales,7.67
11741,Grattai,New South Wales,175.37
11742,Gravesend,New South Wales,652.79
11743,Grays Point,New South Wales,1.32
11744,Great Mackerel Beach,New South Wales,0.12
11745,Great Marlow,New South Wales,10.15
11746,Green Cape,New South Wales,53.07
11747,Green Creek,New South Wales,62.88
11748,Green Forest,New South Wales,12.47
11749,Green Gully (NSW),New South Wales,24.34
11750,Green Hills (Armidale Regional - NSW),New South Wales,45.55
11751,Green Hills (Snowy Valleys - NSW),New South Wales,219.68
11752,Green Pigeon,New South Wales,40.08
11753,Green Point (Central Coast - NSW),New South Wales,8.45
11754,Green Point (Gosford - NSW),New South Wales,0.09
11755,Green Point (Mid-Coast - NSW),New South Wales,0.99
11756,Green Valley (NSW),New South Wales,3.21
11757,Greenacre,New South Wales,7.40
11758,Greendale (Bega Valley - NSW),New South Wales,36.11
11759,Greendale (Liverpool - NSW),New South Wales,33.93
11760,Greenethorpe,New South Wales,163.01
11761,Greenfield Park,New South Wales,1.50
11762,Greengrove,New South Wales,5.67
11763,Greenhill (NSW),New South Wales,7.71
11764,Greenhills Beach,New South Wales,0.54
11765,Greenlands (Singleton - NSW),New South Wales,64.48
11766,Greenlands (Snowy Monaro Regional - NSW),New South Wales,61.39
11767,Greenleigh,New South Wales,6.52
11768,Greenridge,New South Wales,24.84
11769,Greenwell Point,New South Wales,2.67
11770,Greenwich,New South Wales,1.66
11771,Greenwich Park,New South Wales,88.91
11772,Greg Greg,New South Wales,77.59
11773,Gregadoo,New South Wales,118.40
11774,Gregory Hills,New South Wales,6.39
11775,Greigs Flat,New South Wales,21.74
11776,Grenfell,New South Wales,877.97
11777,Gresford,New South Wales,54.15
11778,Greta (NSW),New South Wales,20.71
11779,Greta Main,New South Wales,3.00
11780,Grevillia,New South Wales,22.53
11781,Greystanes,New South Wales,8.97
11782,Griffith (NSW),New South Wales,51.90
11783,Grogan,New South Wales,275.22
11784,Grong Grong,New South Wales,550.57
11785,Grose Vale,New South Wales,18.48
11786,Grose Wold,New South Wales,11.35
11787,Grosses Plain,New South Wales,44.65
11788,Growee,New South Wales,72.28
11789,Guerilla Bay,New South Wales,1.68
11790,Guildford (NSW),New South Wales,5.90
11791,Guildford West,New South Wales,1.61
11792,Gulargambone,New South Wales,733.89
11793,Gulf Creek,New South Wales,170.10
11794,Gulgong,New South Wales,102.08
11795,Gulmarrad,New South Wales,30.71
11796,Gum Flat,New South Wales,141.86
11797,Gum Scrub,New South Wales,71.42
11798,Gumbalie,New South Wales,3409.64
11799,Gumble,New South Wales,167.09
11800,Gumly Gumly,New South Wales,12.33
11801,Gumma,New South Wales,28.87
11802,Gunbar,New South Wales,1574.65
11803,Gundagai,New South Wales,47.27
11804,Gundamulda,New South Wales,79.85
11805,Gundaroo,New South Wales,300.29
11806,Gundary,New South Wales,107.51
11807,Gunderbooka,New South Wales,2801.48
11808,Gunderman,New South Wales,102.69
11809,Gundy,New South Wales,73.71
11810,Gungal,New South Wales,146.73
11811,Gungalman,New South Wales,413.31
11812,Gunnedah,New South Wales,518.06
11813,Gunning,New South Wales,78.81
11814,Gunning Gap,New South Wales,202.81
11815,Gunningbland,New South Wales,177.24
11816,Gunningrah,New South Wales,84.67
11817,Gurley,New South Wales,953.55
11818,Gurnang,New South Wales,58.04
11819,Gurranang,New South Wales,42.13
11820,Gurrundah,New South Wales,193.05
11821,Guyong,New South Wales,67.43
11822,Guyra,New South Wales,299.03
11823,Gwabegar,New South Wales,542.73
11824,Gwandalan,New South Wales,2.87
11825,Gwynneville,New South Wales,1.26
11826,Gymea,New South Wales,2.18
11827,Gymea Bay,New South Wales,2.40
11828,Haberfield,New South Wales,2.38
