school_id,name,suburb,state,postcode,sector,school_type,lat,lng
40275,Saint Mary MacKillop College Albury,Jindera,NSW,2642,Independent,Combined,-35.902879,146.826712
40276,St Dominic Savio School,Rockdale,NSW,2216,Independent,Primary,-33.950985,151.149577
40277,Saint Mary MacKillop Colleges Limited,Wagga Wagga,NSW,2650,Independent,Combined,-35.12896698,147.3479814
40279,Australian Christian College - Distance Education,Riverstone,NSW,2765,Independent,Combined,-33.678559,150.841762
40366,Kinma School,Terrey Hills,NSW,2084,Independent,Primary,-33.686607,151.216969
40367,Knox Grammar School,Wahroonga,NSW,2076,Independent,Combined,-33.72254,151.118596
40369,Moriah College,Bondi Junction,NSW,2022,Independent,Combined,-33.899355,151.244827
40370,St Carthage's Primary School - Our Lady of Lourdes campus,Lismore,NSW,2480,Catholic,Primary,-28.820491,153.290809
40372,St Francis Xavier's College,Hamilton,NSW,2303,Catholic,Secondary,-32.927166,151.753714
40374,Holy Spirit Infants School,Abermain,NSW,2326,Catholic,Primary,-32.81091,151.443237
40375,St Joseph's Catholic Primary School Como - Oyster Bay,Como,NSW,2226,Catholic,Primary,-34.00927,151.073429
40378,St Therese's Community Primary School,Wilcannia,NSW,2836,Catholic,Primary,-31.559128,143.379376
40381,Highfields Preparatory and Kindergarten School,Lindfield,NSW,2070,Independent,Primary,-33.774982,151.163657
40383,Odyssey House - Progressive Learning Centre,Eagle Vale,NSW,2558,Independent,Special,-34.034379,150.813818
40384,Coffs Harbour Christian Community School,Bonville,NSW,2450,Independent,Combined,-30.378228,153.057112
40408,Tangara School for Girls,Cherrybrook,NSW,2126,Independent,Combined,-33.7363676,151.0360805
40409,Heritage Christian School,Port Macquarie,NSW,2444,Independent,Combined,-31.430279,152.881802
40410,St Spyridon College - Junior School Campus,Kingsford,NSW,2032,Independent,Combined,-33.925448,151.224481
40436,Chifley College Senior Campus,Mount Druitt,NSW,2770,Government,Secondary,-33.769305,150.829855
40437,Moree Secondary College Albert St Campus,Moree,NSW,2400,Government,Secondary,-29.48198938,149.8398544
40438,St Marys Senior High School,St Marys,NSW,2760,Government,Secondary,-33.763119,150.770024
40440,Brisbane Water Secondary College Woy Woy Campus,Woy Woy,NSW,2256,Government,Secondary,-33.492687,151.323582
40441,Sydney Secondary College Blackwattle Bay Campus,Glebe,NSW,2037,Government,Secondary,-33.875142,151.188357
40451,All Saints Catholic Senior College,Casula,NSW,2170,Catholic,Secondary,-33.952689,150.906217
40452,Tallowood Steiner School,Bowraville,NSW,2449,Independent,Primary,-30.63428,152.855876
40492,Australia Street Infants School,Newtown,NSW,2042,Government,Primary,-33.895783,151.177607
40493,Russell Lea Public School,Five Dock,NSW,2046,Government,Primary,-33.861418,151.142572
40494,Taverners Hill Infants School,Petersham,NSW,2049,Government,Primary,-33.888955,151.157199
40496,Northern Beaches Secondary College Freshwater Senior Campus,Freshwater,NSW,2096,Government,Secondary,-33.77012,151.278859
40499,Yeo Park Infants School,Ashfield,NSW,2131,Government,Primary,-33.90251807,151.1296902
40512,Fowler Road School,Merrylands,NSW,2160,Government,Special,-33.841497,150.975533
40513,Sefton Infants School,Sefton,NSW,2162,Government,Primary,-33.889237,151.009588
40522,Mount Lewis Infants School,Greenacre,NSW,2190,Government,Primary,-33.916084,151.04976
40523,Bankstown South Infants School,Bankstown,NSW,2200,Government,Primary,-33.93123,151.038402
40524,Arncliffe West Infants School,Arncliffe,NSW,2205,Government,Primary,-33.931832,151.14516
40525,Bardwell Park Infants School,Bardwell Park,NSW,2207,Government,Primary,-33.93349921,151.1253783
40526,Hurstville Grove Infants School,Penshurst,NSW,2222,Government,Primary,-33.973128,151.090536
40528,Kotara School,Kotara,NSW,2289,Government,Special,-32.94283,151.700379
40530,Callaghan College Jesmond Campus,Jesmond,NSW,2299,Government,Secondary,-32.90150524,151.6962969
40532,New Lambton Heights Infants School,New Lambton Heights,NSW,2305,Government,Primary,-32.934855,151.688027
40533,Nillo Infants School,Lorn,NSW,2320,Government,Primary,-32.727541,151.559611
40543,Stanford Merthyr Infants School,Stanford Merthyr,NSW,2327,Government,Primary,-32.823423,151.495438
40545,Glen Innes West Infants School,Glen Innes,NSW,2370,Government,Primary,-29.738734,151.723882
40555,Rugby Public School,Rugby,NSW,2583,Government,Primary,-34.392245,148.992695
40556,Cabramurra Public School,Cabramurra,NSW,2629,Government,Primary,-35.931626,148.379008
40559,Narrandera East Infants School,Narrandera,NSW,2700,Government,Primary,-34.75016785,146.564682
40560,Jugiong Public School,Jugiong,NSW,2726,Government,Primary,-34.820203,148.335447
40569,Sofala Public School,Sofala,NSW,2795,Government,Primary,-33.082242,149.695172
40573,Goolma Public School,Goolma,NSW,2852,Government,Primary,-32.3688,149.26901
40611,St Paul's International College,Moss Vale,NSW,2577,Independent,Secondary,-34.549152,150.36822
40617,De La Salle Catholic College - Cronulla,Cronulla,NSW,2230,Catholic,Secondary,-34.055592,151.143328
40618,All Saints College (St Mary's Campus),Maitland,NSW,2320,Catholic,Secondary,-32.73784,151.559996
40622,Five Islands Secondary College,Port Kembla,NSW,2505,Government,Secondary,-34.48954578,150.9122635
40624,Coffs Harbour Senior College,Coffs Harbour,NSW,2450,Government,Secondary,-30.330173,153.102656
40633,Field of Mars Environmental Education Centre,East Ryde,NSW,2113,Government,Special,-33.816092,151.132849
40637,Bradfield College,St Leonards,NSW,2065,Government,Secondary,-33.820468,151.188457
40638,Bankstown Senior College,Bankstown,NSW,2200,Government,Secondary,-33.929121,151.022569
40639,Australian Institute of Music,Surry Hills,NSW,2010,Independent,Secondary,-33.883321,151.208645
40644,Blacktown Youth College Incorporated,Hebersham,NSW,2770,Independent,Special,-33.73750955,150.826239
40646,Wyndham College,Quakers Hill,NSW,2763,Government,Secondary,-33.724004,150.875297
40647,Arndell School,North Ryde,NSW,2113,Government,Special,-33.803223,151.125535
40648,Bridge Road School,Camperdown,NSW,2050,Government,Special,-33.887445,151.175254
40649,Girrakool School,Kariong,NSW,2250,Government,Special,-33.4237,151.296
40650,Dorchester School,Campbelltown,NSW,2560,Government,Special,-34.088474,150.826331
40651,Kyeemagh Infants School,Rockdale,NSW,2216,Government,Primary,-33.94902,151.162305
40652,Putland School,Werrington,NSW,2747,Government,Special,-33.764297,150.750385
40654,Shepherds Park School,Wagga Wagga,NSW,2650,Government,Special,-35.130108,147.344225
40672,Calrossy Anglican School,Tamworth,NSW,2340,Independent,Combined,-31.057196,150.911651
40676,Great Lakes College Senior Campus,Tuncurry,NSW,2428,Government,Secondary,-32.170528,152.50117
40681,Georges River College Oatley Senior Campus,Oatley,NSW,2223,Government,Secondary,-33.977001,151.081391
40691,Induna School,South Grafton,NSW,2460,Government,Special,-29.722447,152.94639
40697,Barrenjoey Montessori School,Avalon Beach,NSW,2107,Independent,Primary,-33.631238,151.334001
40706,Centennial Park School,Randwick,NSW,2031,Government,Special,-33.910564,151.243184
40707,Dubbo College Senior Campus,Dubbo,NSW,2830,Government,Secondary,-32.233022,148.625549
40710,Wakefield School,Wakefield,NSW,2278,Government,Special,-32.956712,151.56443
40711,Verona School,Fairfield East,NSW,2165,Government,Special,-33.868235,150.9709
40712,Palm Avenue School,Westmead,NSW,2145,Government,Special,-33.80257496,150.9851858
40715,Oxford College - Sydney,Sydney,NSW,2000,Independent,Secondary,-33.88328072,151.2034996
40718,Castlecrag Montessori School,Castlecrag,NSW,2068,Independent,Primary,-33.79965,151.21915
40720,Al Sadiq College Yagoona Campus,Yagoona,NSW,2199,Independent,Combined,-33.904146,151.023998
40721,Lakes Grammar - An Anglican School,Warnervale,NSW,2259,Independent,Combined,-33.2423897,151.4444111
40724,Alesco Senior College,Cooks Hill,NSW,2300,Independent,Special,-32.929411,151.768353
40725,Lincoln School,Dubbo,NSW,2830,Government,Special,-32.2313,148.5784
40728,Loyola Senior High School,Mount Druitt,NSW,2770,Catholic,Secondary,-33.770003,150.827861
40735,Royal Far West School,Manly,NSW,2095,Government,Special,-33.798519,151.288476
40739,Stewart House School,Curl Curl,NSW,2096,Government,Special,-33.77349,151.29131
40741,Red Hill Environmental Education Centre,Gulgong,NSW,2852,Government,Special,-32.36456021,149.5357054
40742,Thalgarrah Environmental Education Centre,Armidale,NSW,2350,Government,Special,-30.447933,151.82475
40743,Awabakal Environmental Education Centre,Dudley,NSW,2290,Government,Special,-32.990629,151.716639
40744,Botany Bay Environmental Education Centre,Kurnell,NSW,2231,Government,Special,-34.003706,151.221169
40745,Bournda Environmental Education Centre,Kalaru,NSW,2550,Government,Special,-36.79097905,149.9274607
40746,Brewongle Environmental Education Centre,Sackville North,NSW,2756,Government,Special,-33.48167,150.891511
40747,Camden Park Environmental Education Centre,Menangle,NSW,2568,Government,Special,-34.120004,150.709685
40748,Cascade Environmental Education Centre,Cascade,NSW,2453,Government,Special,-30.233457,152.789665
40749,Dorroughby Environmental Education Centre,Dorroughby,NSW,2480,Government,Special,-28.656556,153.35174
40750,Georges River Environmental Education Centre,Chipping Norton,NSW,2170,Government,Special,-33.90847984,150.9610155
40751,Gibberagong Environmental Education Centre,Bobbin Head,NSW,2077,Government,Special,-33.667445,151.14174
40752,Illawarra Environmental Education Centre,Dunmore,NSW,2529,Government,Special,-34.610625,150.854786
40753,Longneck Lagoon Environmental Education Centre,Maraylya,NSW,2765,Government,Special,-33.57875052,150.8941374
40754,Observatory Hill Environmental Education Centre,Millers Point,NSW,2000,Government,Special,-33.860863,151.204832
40755,Penrith Lakes Environmental Education Centre,Cranebrook,NSW,2749,Government,Special,-33.728553,150.686511
40756,Riverina Environmental Education Centre,Wagga Wagga,NSW,2650,Government,Special,-35.12994407,147.3151501
40757,Royal National Park Environmental Education Centre,Audley,NSW,2232,Government,Special,-34.06282,151.057682
40758,Rumbalara Environmental Education Centre,Gosford,NSW,2250,Government,Special,-33.428082,151.347464
40759,Wambangalang Environmental Education Centre,Dubbo,NSW,2830,Government,Special,-32.48798,148.554792
40760,Warrumbungle National Park Environmental Education Centre,Coonabarabran,NSW,2357,Government,Special,-31.25459,148.981077
40761,Wetlands Environmental Education Centre,Shortland,NSW,2307,Government,Special,-32.876107,151.696132
40762,Wooglemai Environmental Education Centre,Oakdale,NSW,2570,Government,Special,-34.134567,150.499162
40773,Woodberry Learning Centre,Woodberry,NSW,2322,Government,Special,-32.791554,151.671217
40775,Holmes Secondary College,Sydney,NSW,2000,Independent,Secondary,-33.869641,151.206069
40779,Warakirri College,Fairfield,NSW,2165,Independent,Special,-33.814467,150.999589
40790,Hunter Trade College,Telarah,NSW,2320,Independent,Secondary,-32.73933618,151.5382704
40792,Newman Senior Technical College,Port Macquarie,NSW,2444,Catholic,Secondary,-31.4281,152.873
40795,NSW School of Languages,Randwick,NSW,2031,Government,Secondary,-33.910096,151.243478
40801,St George Hospital School,Kogarah,NSW,2217,Government,Special,-33.96671,151.13399
40802,Royal Prince Alfred Hospital School,Camperdown,NSW,2050,Government,Special,-33.889314,151.180245
40803,Royal North Shore Hospital School,St Leonards,NSW,2065,Government,Special,-33.820685,151.19079
40804,Sydney Childrens Hospital School,Randwick,NSW,2031,Government,Special,-33.919053,151.239067
40805,Sutherland Hospital School,Caringbah,NSW,2229,Government,Special,-34.038034,151.114597
40806,Bankstown Hospital School,Bankstown,NSW,2200,Government,Special,-33.933446,151.021069
40807,Illawarra Hospital School,Wollongong,NSW,2500,Government,Special,-34.424793,150.883935
40808,John Hunter Hospital School,New Lambton Heights,NSW,2305,Government,Special,-32.921378,151.697398
40809,The Childrens Hospital School,Westmead,NSW,2145,Government,Special,-33.802243,150.991834
40810,Liverpool Hospital School,Liverpool,NSW,2170,Government,Special,-33.91994846,150.9302521
40819,Sydney Adventist School Auburn,Auburn,NSW,2144,Independent,Primary,-33.847952,151.03319
40825,Trades Norwest Anglican Senior College,Glenwood,NSW,2768,Independent,Secondary,-33.731919,150.941103
40827,Pacific Coast Christian School,Tweed Heads South,NSW,2486,Independent,Combined,-28.1965,153.521
40831,Our Lady of the Angels Primary School,Kellyville,NSW,2155,Catholic,Primary,-33.683958,150.933018
40832,Lindfield Montessori Preschool,Lindfield West,NSW,2070,Independent,Primary,-33.777986,151.149948
40844,Cameragal Montessori School,Neutral Bay,NSW,2089,Independent,Primary,-33.833436,151.215825
40845,Karuna Montessori School,Narraweena,NSW,2099,Independent,Primary,-33.7478,151.276
40847,Indie School Albury,Albury,NSW,2640,Independent,Special,-36.089672,146.913269
40850,Farmhouse Montessori School,North Balgowlah,NSW,2093,Independent,Primary,-33.783352,151.246409
40854,Cranbrook Junior School,Rose Bay,NSW,2029,Independent,Combined,-33.873565,151.265237
40855,The Scots College - Preparatory School,Bellevue Hill,NSW,2023,Independent,Combined,-33.879915,151.253889
40856,The Scots College - Glengarry Campus,Kangaroo Valley,NSW,2577,Independent,Combined,-34.728633,150.450948
40857,Trinity Grammar School Preparatory School,Strathfield,NSW,2135,Independent,Combined,-33.881995,151.091679
40858,St George Christian School (Infants),Sans Souci,NSW,2217,Independent,Combined,-33.987004,151.133847
40859,Santa Sabina College - Santa Maria del Monte Primary School,Strathfield,NSW,2135,Independent,Combined,-33.877508,151.094737
40872,Queenwood School for Girls Junior School,Mosman,NSW,2088,Independent,Combined,-33.834768,151.242551
40875,SCECGS Redlands - Murdoch campus,Cremorne,NSW,2090,Independent,Combined,-33.832115,151.227214
40877,St Gregory's Primary School - MacQuoid Street Campus,Queanbeyan,NSW,2620,Catholic,Primary,-35.352722,149.240583
40879,St Edward's Primary School - Robert Street Campus,South Tamworth,NSW,2340,Catholic,Primary,-31.109105,150.913635
40882,St Aloysius' College Junior School,Milsons Point,NSW,2061,Independent,Combined,-33.846599,151.213707
40885,Glenaeon Rudolf Steiner School - Castlecrag,Castlecrag,NSW,2068,Independent,Combined,-33.802015,151.215235
40886,Waverley College - Waterford Campus,Waverley,NSW,2024,Independent,Combined,-33.900808,151.257624
40888,Trinity Catholic College (Regents Park Campus),Regents Park,NSW,2143,Catholic,Secondary,-33.878902,151.027758
40892,All Saints Grammar,Belmore,NSW,2192,Independent,Combined,-33.92948,151.095317
40895,Lindisfarne Anglican Grammar School - Junior School,Tweed Heads South,NSW,2486,Independent,Combined,-28.195998,153.533599
40897,Aspect South East Sydney School - Marrickville,Marrickville,NSW,2204,Independent,Special,-33.890544,151.215239
40904,St Andrews College - Senior Campus,Marayong,NSW,2148,Catholic,Secondary,-33.748997,150.88958
40905,St John Paul II Catholic College (Nirimba),Quakers Hill,NSW,2763,Catholic,Secondary,-33.725727,150.88093
40907,Newcastle Grammar School - Park Campus,Cooks Hill,NSW,2300,Independent,Combined,-32.935149,151.762356
40918,Tangara School for Girls - Retaval Infants School campus - Belfield,Belfield,NSW,2191,Independent,Combined,-33.888174,151.10534
40919,Arden Anglican School - Epping campus,Epping,NSW,2121,Independent,Combined,-33.770374,151.082831
40920,Blue Mountains Grammar Preparatory School campus,Valley Heights,NSW,2777,Independent,Combined,-33.703699,150.577909
40921,Reddam House,Woollahra,NSW,2025,Independent,Combined,-33.889349,151.252996
40922,Reddam House Primary School,Woollahra,NSW,2025,Independent,Combined,-33.88931,151.252338
40923,Key College - Chapel School campus,Merrylands,NSW,2160,Independent,Special,-33.83737,150.970141
40924,St Edward's Christian Brothers' College - Terrigal campus (The Haven Education Centre),Terrigal,NSW,2260,Independent,Secondary,-33.436344,151.415249
40926,Clarence Valley Anglican School,Clarenza,NSW,2460,Independent,Combined,-29.717909,152.967125
40932,Aspect South East Sydney School - Kirrawee,Kirrawee,NSW,2232,Independent,Special,-34.023198,151.083895
40934,St Mary and St Mina's Coptic Orthodox College - Rockdale campus,Rockdale,NSW,2216,Independent,Combined,-33.954501,151.134779
40944,Montgrove College - Werrington Campus,Werrington,NSW,2747,Independent,Combined,-33.77016,150.71457
40953,The Scots School - Lithgow campus,Lithgow,NSW,2790,Independent,Combined,-33.500092,150.12852
40962,St Dominic's College - Savio Education Centre - Penrith,Penrith,NSW,2750,Independent,Combined,-33.758958,150.70098
40965,Blacktown Youth College Incorporated - Lawson Campus,Lawson,NSW,2783,Independent,Special,-33.719006,150.430759
40976,Petes Place,Blacktown,NSW,2148,Independent,Secondary,-33.790439,150.900217
40977,Cameragal Montessori School - Lavender Bay Campus,North Sydney,NSW,2060,Independent,Primary,-33.842823,151.207838
40979,Al Noori Muslim School - Senior Campus,Greenacre,NSW,2190,Independent,Combined,-33.91116,151.049214
40987,Abbotsford Public School,Abbotsford,NSW,2046,Government,Primary,-33.852728,151.131206
40988,Annandale Public School,Annandale,NSW,2038,Government,Primary,-33.885782,151.169599
40989,Annandale North Public School,Annandale,NSW,2038,Government,Primary,-33.877905,151.171835
40990,Ashbury Public School,Ashbury,NSW,2193,Government,Primary,-33.898833,151.11944
40991,Ashfield Public School,Ashfield,NSW,2131,Government,Primary,-33.889879,151.126915
40992,Banksmeadow Public School,Botany,NSW,2019,Government,Primary,-33.953739,151.20661
40993,Bellevue Hill Public School,Bellevue Hill,NSW,2023,Government,Primary,-33.886986,151.259785
40994,Beverly Hills Public School,Beverly Hills,NSW,2209,Government,Primary,-33.953449,151.085209
40995,Birchgrove Public School,Balmain,NSW,2041,Government,Primary,-33.853009,151.177045
40996,Blakehurst Public School,Blakehurst,NSW,2221,Government,Primary,-33.98298,151.115779
40997,Bondi Beach Public School,Bondi Beach,NSW,2026,Government,Primary,-33.8883,151.276821
40998,Botany Public School,Botany,NSW,2019,Government,Primary,-33.94316,151.194687
40999,Brighton-Le-Sands Public School,Brighton-Le-Sands,NSW,2216,Government,Primary,-33.962357,151.148929
41000,Bronte Public School,Bronte,NSW,2024,Government,Primary,-33.900605,151.262011
41001,Camdenville Public School,Newtown,NSW,2042,Government,Primary,-33.906146,151.175741
41002,Canterbury Public School,Canterbury,NSW,2193,Government,Primary,-33.908761,151.122306
41003,Caringbah Public School,Caringbah,NSW,2229,Government,Primary,-34.053433,151.122988
41004,Carlton Public School,Bexley,NSW,2207,Government,Primary,-33.963496,151.12246
41005,Carlton South Public School,Carlton,NSW,2218,Government,Primary,-33.973045,151.128287
41006,Clemton Park Public School,Earlwood,NSW,2206,Government,Primary,-33.929708,151.108423
41007,Clovelly Public School,Waverley,NSW,2024,Government,Primary,-33.907431,151.26028
41008,Como Public School,Como,NSW,2226,Government,Primary,-34.001832,151.069127
41009,Connells Point Public School,South Hurstville,NSW,2221,Government,Primary,-33.984689,151.100306
41010,Coogee Public School,Coogee,NSW,2034,Government,Primary,-33.92049441,151.2500332
41011,Cronulla Public School,Cronulla,NSW,2230,Government,Primary,-34.054077,151.14773
41012,Darlington Public School,Chippendale,NSW,2008,Government,Primary,-33.892638,151.18939
41013,Double Bay Public School,Double Bay,NSW,2028,Government,Primary,-33.874856,151.240894
41014,Drummoyne Public School,Drummoyne,NSW,2047,Government,Primary,-33.856073,151.153035
41015,Earlwood Public School,Earlwood,NSW,2206,Government,Primary,-33.928982,151.12238
41016,Engadine Public School,Engadine,NSW,2233,Government,Primary,-34.06335,151.012431
41017,Five Dock Public School,Five Dock,NSW,2046,Government,Primary,-33.866337,151.126992
41018,Forest Lodge Public School,Forest Lodge,NSW,2037,Government,Primary,-33.882169,151.181597
41019,Fort Street Public School,Sydney,NSW,2000,Government,Primary,-33.860427,151.204871
41020,Glenmore Road Public School,Paddington,NSW,2021,Government,Primary,-33.881385,151.230233
41021,Gymea Bay Public School,Gymea Bay,NSW,2227,Government,Primary,-34.046905,151.082825
41022,Haberfield Public School,Haberfield,NSW,2045,Government,Primary,-33.879467,151.134002
41023,Heathcote Public School,Heathcote,NSW,2233,Government,Primary,-34.086704,151.007321
41024,Hurstville Public School,Hurstville,NSW,2220,Government,Primary,-33.964695,151.110728
41025,Hurstville South Public School,Hurstville,NSW,2220,Government,Primary,-33.972516,151.099252
41026,Kegworth Public School,Leichhardt,NSW,2040,Government,Primary,-33.886514,151.14693
41027,Kensington Public School,Kensington,NSW,2033,Government,Primary,-33.90993942,151.2250862
41028,Kingsgrove Public School,Kingsgrove,NSW,2208,Government,Primary,-33.947822,151.10156
41029,Bexley North Public School,Bexley,NSW,2207,Government,Primary,-33.940838,151.120374
41030,Kogarah Public School,Kogarah,NSW,2217,Government,Primary,-33.962028,151.136618
41031,Kurnell Public School,Kurnell,NSW,2231,Government,Primary,-34.010156,151.203773
41032,La Perouse Public School,La Perouse,NSW,2036,Government,Primary,-33.97951356,151.2351928
41033,Malabar Public School,Malabar,NSW,2036,Government,Primary,-33.962214,151.248559
41034,Maroubra Bay Public School,Maroubra,NSW,2035,Government,Primary,-33.944236,151.253017
41035,Mascot Public School,Mascot,NSW,2020,Government,Primary,-33.928577,151.192485
41036,Matraville Public School,Matraville,NSW,2036,Government,Primary,-33.955064,151.229111
41037,Menai Public School,Menai,NSW,2234,Government,Primary,-34.01213,151.006587
41038,Miranda Public School,Miranda,NSW,2228,Government,Primary,-34.034645,151.097405
41039,Mortdale Public School,Mortdale,NSW,2223,Government,Primary,-33.972901,151.080995
41040,Newtown North Public School,Newtown,NSW,2042,Government,Primary,-33.891821,151.185392
41041,Nicholson Street Public School,Balmain East,NSW,2041,Government,Primary,-33.856126,151.192725
41042,Oatley Public School,Oatley,NSW,2223,Government,Primary,-33.983741,151.080332
41043,Orange Grove Public School,Leichhardt,NSW,2040,Government,Primary,-33.87239874,151.1578245
41044,Peakhurst Public School,Peakhurst,NSW,2210,Government,Primary,-33.95560509,151.061912
41045,Penshurst Public School,Penshurst,NSW,2222,Government,Primary,-33.962636,151.087702
41046,Rainbow Street Public School,Randwick,NSW,2031,Government,Primary,-33.924647,151.237164
41047,Rockdale Public School,Rockdale,NSW,2216,Government,Primary,-33.952626,151.141681
41048,Rose Bay Public School,Rose Bay,NSW,2029,Government,Primary,-33.873011,151.270962
41049,St Peters Public School,St Peters,NSW,2044,Government,Primary,-33.912993,151.176696
41050,Sans Souci Public School,Sans Souci,NSW,2219,Government,Primary,-33.99499,151.12923
41051,Summer Hill Public School,Summer Hill,NSW,2130,Government,Primary,-33.895815,151.135853
41052,Sutherland Public School,Sutherland,NSW,2232,Government,Primary,-34.033001,151.059149
41053,Sylvania Public School,Sylvania,NSW,2224,Government,Primary,-34.00804538,151.1119484
41054,Taren Point Public School,Taren Point,NSW,2229,Government,Primary,-34.01808,151.12269
41055,Ultimo Public School,Ultimo,NSW,2007,Government,Primary,-33.876764,151.196861
41056,Undercliffe Public School,Earlwood,NSW,2206,Government,Primary,-33.924086,151.138601
41057,Vaucluse Public School,Vaucluse,NSW,2030,Government,Primary,-33.850478,151.281166
41058,Waterfall Public School,Waterfall,NSW,2233,Government,Primary,-34.137598,150.995977
41059,Athelstane Public School,Arncliffe,NSW,2205,Government,Primary,-33.937445,151.138362
41060,Oyster Bay Public School,Oyster Bay,NSW,2225,Government,Primary,-34.00779,151.080693
41061,Cronulla South Public School,Cronulla,NSW,2230,Government,Primary,-34.06606983,151.1543284
41062,South Coogee Public School,South Coogee,NSW,2034,Government,Primary,-33.933333,151.25409
41063,Woronora River Public School,Woronora,NSW,2232,Government,Primary,-34.026575,151.041114
41064,Bundeena Public School,Bundeena,NSW,2230,Government,Primary,-34.086792,151.152422
41065,Bald Face Public School,Blakehurst,NSW,2221,Government,Primary,-33.996752,151.106905
41066,Lugarno Public School,Lugarno,NSW,2210,Government,Primary,-33.984956,151.044676
41067,Oatley West Public School,Oatley,NSW,2223,Government,Primary,-33.979006,151.065459
41068,Sutherland North Public School,Sutherland,NSW,2232,Government,Primary,-34.026785,151.067084
41069,Jannali Public School,Jannali,NSW,2226,Government,Primary,-34.017945,151.060909
41070,Ramsgate Public School,Ramsgate,NSW,2217,Government,Primary,-33.981431,151.143549
41071,Dobroyd Point Public School,Haberfield,NSW,2045,Government,Primary,-33.874416,151.140692
41072,McCallums Hill Public School,Roselands,NSW,2196,Government,Primary,-33.93471234,151.0850688
41073,Como West Public School,Como,NSW,2226,Government,Primary,-34.004744,151.060505
41074,Pagewood Public School,Botany,NSW,2019,Government,Primary,-33.943025,151.213204
41075,Grays Point Public School,Grays Point,NSW,2232,Government,Primary,-34.058656,151.0723
41076,Crown Street Public School,Surry Hills,NSW,2010,Government,Primary,-33.882253,151.21522
41077,Tempe Public School,Tempe,NSW,2044,Government,Primary,-33.920935,151.160994
41078,Marrickville West Public School,Marrickville,NSW,2204,Government,Primary,-33.914468,151.145073
41079,Marrickville Public School,Marrickville,NSW,2204,Government,Primary,-33.90591985,151.1623192
41080,Waverley Public School,Waverley,NSW,2024,Government,Primary,-33.898174,151.251539
41081,Woolooware Public School,Cronulla,NSW,2230,Government,Primary,-34.045454,151.146233
41082,Caringbah North Public School,Caringbah,NSW,2229,Government,Primary,-34.036574,151.123079
41083,Jannali East Public School,Jannali,NSW,2226,Government,Primary,-34.019152,151.07232
41084,Peakhurst West Public School,Peakhurst,NSW,2210,Government,Primary,-33.96233347,151.0493363
41085,Sylvania Heights Public School,Sylvania,NSW,2224,Government,Primary,-34.012724,151.097344
41086,Penshurst West Public School,Mortdale,NSW,2223,Government,Primary,-33.962115,151.072176
41087,Matraville Soldiers Settlement Public School,Matraville,NSW,2036,Government,Primary,-33.958039,151.239995
41088,Kirrawee Public School,Kirrawee,NSW,2232,Government,Primary,-34.033467,151.07749
41089,Illawong Public School,Illawong,NSW,2234,Government,Primary,-33.999133,151.042689
41090,Lilli Pilli Public School,Lilli Pilli,NSW,2229,Government,Primary,-34.066592,151.118387
41091,Miranda North Public School,Miranda,NSW,2228,Government,Primary,-34.031992,151.11273
41092,Yowie Bay Public School,Yowie Bay,NSW,2228,Government,Primary,-34.047177,151.101683
41093,Erskineville Public School,Erskineville,NSW,2043,Government,Primary,-33.900881,151.186112
41094,Loftus Public School,Loftus,NSW,2232,Government,Primary,-34.046979,151.048886
41095,Laguna Street Public School,Caringbah,NSW,2229,Government,Primary,-34.046491,151.112737
41096,Randwick Public School,Randwick,NSW,2031,Government,Primary,-33.910645,151.241714
41097,Burraneer Bay Public School,Cronulla,NSW,2230,Government,Primary,-34.05142025,151.1324773
41098,Engadine West Public School,Engadine,NSW,2233,Government,Primary,-34.059519,151.002566
41099,Yarrawarrah Public School,Engadine,NSW,2233,Government,Primary,-34.056574,151.026137
41100,Chifley Public School,Malabar,NSW,2036,Government,Primary,-33.96595468,151.2423642
41101,Peakhurst South Public School,Peakhurst,NSW,2210,Government,Primary,-33.972923,151.055986
41102,Lewisham Public School,Lewisham,NSW,2049,Government,Primary,-33.897746,151.146076
41103,Gymea North Public School,Gymea,NSW,2227,Government,Primary,-34.026457,151.088321
41104,Marton Public School,Engadine,NSW,2233,Government,Primary,-34.046492,151.024232
41105,Kareela Public School,Kareela,NSW,2232,Government,Primary,-34.012894,151.081991
41106,Dulwich Hill Public School,Dulwich Hill,NSW,2203,Government,Primary,-33.906163,151.140287
41107,Petersham Public School,Petersham,NSW,2049,Government,Primary,-33.895647,151.150175
41108,Bonnet Bay Public School,Bonnet Bay,NSW,2226,Government,Primary,-34.012607,151.056257
41109,Eastlakes Public School,Eastlakes,NSW,2018,Government,Primary,-33.928065,151.213836
41110,Bangor Public School,Bangor,NSW,2234,Government,Primary,-34.019534,151.029118
41111,Wilkins Public School,Marrickville,NSW,2204,Government,Primary,-33.901967,151.155086
41112,Plunkett Street Public School,Woolloomooloo,NSW,2011,Government,Primary,-33.870879,151.22024
41113,Tharawal Public School,Menai,NSW,2234,Government,Primary,-34.003289,151.025929
41114,Sydney Distance Education Primary School,Surry Hills,NSW,2010,Government,Primary,-33.88627,151.212706
41115,Alfords Point Public School,Alfords Point,NSW,2234,Government,Primary,-33.992403,151.02399
41116,Canterbury South Public School,Canterbury,NSW,2193,Government,Primary,-33.917776,151.116013
41117,Ferncourt Public School,Marrickville,NSW,2204,Government,Primary,-33.921393,151.151497
41118,Heathcote East Public School,Heathcote,NSW,2233,Government,Primary,-34.082071,151.020259
