abs_ssc,name,state,area
"SSC12241",Lake Burrendong,New South Wales,64.23
"SSC12242",Lake Cargelligo,New South Wales,1788.76
"SSC12243",Lake Cathie,New South Wales,19.20
"SSC12244",Lake Conjola,New South Wales,19.32
"SSC12245",Lake Cowal,New South Wales,444.75
"SSC12246",Lake George,New South Wales,147.59
"SSC12247",Lake Haven,New South Wales,1.72
"SSC12248",Lake Heights,New South Wales,1.63
"SSC12249",Lake Hume Village,New South Wales,10.70
"SSC12250",Lake Illawarra,New South Wales,1.67
"SSC12251",Lake Innes,New South Wales,75.48
"SSC12252",Lake Macquarie,New South Wales,0.71
"SSC12253",Lake Munmorah,New South Wales,5.71
"SSC12254",Lake Tabourie,New South Wales,4.35
"SSC12255",Lake Wyangan,New South Wales,30.23
"SSC12256",Lakelands,New South Wales,0.82
"SSC12257",Lakemba,New South Wales,2.19
"SSC12258",Lakesland,New South Wales,73.34
"SSC12259",Lakewood,New South Wales,2.15
"SSC12260",Lalalty,New South Wales,111.54
"SSC12261",Lalor Park,New South Wales,2.70
"SSC12262",Lambs Valley (Glen Innes Severn - NSW),New South Wales,74.10
"SSC12263",Lambs Valley (Singleton - NSW),New South Wales,58.46
"SSC12264",Lambton,New South Wales,2.74
"SSC12265",Landervale,New South Wales,160.21
"SSC12266",Lane Cove,New South Wales,2.58
"SSC12267",Lane Cove North,New South Wales,2.36
"SSC12268",Lane Cove West,New South Wales,1.69
"SSC12269",Langley Vale,New South Wales,10.81
"SSC12270",Lanitza,New South Wales,66.51
"SSC12271",Lankeys Creek,New South Wales,135.88
"SSC12272",Lansdowne (Canterbury-Bankstown - NSW),New South Wales,1.41
"SSC12273",Lansdowne (Mid-Coast - NSW),New South Wales,35.40
"SSC12274",Lansdowne Forest,New South Wales,71.43
"SSC12275",Lansvale,New South Wales,2.89
"SSC12276",Lapstone,New South Wales,1.40
"SSC12277",Larbert,New South Wales,86.90
"SSC12278",Largs,New South Wales,7.68
"SSC12279",Larnook,New South Wales,61.86
"SSC12280",Larras Lee,New South Wales,112.83
"SSC12281",Laughtondale,New South Wales,27.06
"SSC12282",Laurel Hill,New South Wales,6.14
"SSC12283",Laurieton,New South Wales,4.33
"SSC12284",Lavadia,New South Wales,29.81
"SSC12285",Lavender Bay,New South Wales,0.16
"SSC12286",Laverstock,New South Wales,78.79
"SSC12287",Lavington,New South Wales,14.78
"SSC12288",Lawrence,New South Wales,132.36
"SSC12289",Lawson,New South Wales,7.29
"SSC12290",Leadville,New South Wales,247.52
"SSC12291",Leconfield,New South Wales,8.56
"SSC12292",Lee Creek,New South Wales,48.74
"SSC12293",Leeton,New South Wales,230.79
"SSC12294",Leets Vale,New South Wales,9.27
"SSC12295",Leeville,New South Wales,75.96
"SSC12296",Legume,New South Wales,216.92
"SSC12297",Leichhardt,New South Wales,2.60
"SSC12298",Lemington,New South Wales,52.03
"SSC12299",Lemon Tree,New South Wales,8.50
"SSC12300",Lemon Tree Passage,New South Wales,2.97
"SSC12301",Len Waters Estate,New South Wales,1.09
"SSC12302",Lenaghan,New South Wales,6.08
"SSC12303",Lennox Head,New South Wales,20.71
"SSC12304",Leonay,New South Wales,2.47
"SSC12305",Leppington,New South Wales,20.33
"SSC12306",Lerida,New South Wales,81.28
"SSC12307",Lethbridge Park,New South Wales,1.62
"SSC12308",Leumeah,New South Wales,4.05
"SSC12309",Leura,New South Wales,11.63
"SSC12310",Levenstrath,New South Wales,8.15
"SSC12311",Lewinsbrook,New South Wales,28.65
"SSC12312",Lewis Ponds,New South Wales,96.70
"SSC12313",Lewisham,New South Wales,0.64
"SSC12314",Leycester,New South Wales,15.54
"SSC12315",Liberty Grove,New South Wales,0.23
"SSC12316",Lidcombe,New South Wales,6.80
"SSC12317",Liddell,New South Wales,34.18
"SSC12318",Lidsdale,New South Wales,69.72
"SSC12319",Lidster,New South Wales,126.64
"SSC12320",Lightning Ridge,New South Wales,2138.79
"SSC12321",Lilli Pilli (Eurobodalla - NSW),New South Wales,2.84
"SSC12322",Lilli Pilli (Sutherland Shire - NSW),New South Wales,0.61
"SSC12323",Lillian Rock,New South Wales,13.68
"SSC12324",Lilydale,New South Wales,62.17
"SSC12325",Lilyfield,New South Wales,2.16
"SSC12326",Lilyvale,New South Wales,18.18
"SSC12327",Limbri,New South Wales,168.38
"SSC12328",Limeburners Creek (Mid-Coast - NSW),New South Wales,62.67
"SSC12329",Limeburners Creek (Port Macquarie-Hastings - NSW),New South Wales,70.07
"SSC12330",Limekilns,New South Wales,67.82
"SSC12331",Limerick,New South Wales,48.55
"SSC12332",Limestone,New South Wales,112.53
"SSC12333",Limpinwood,New South Wales,54.31
"SSC12334",Linburn,New South Wales,40.81
"SSC12335",Linden,New South Wales,13.73
"SSC12336",Lindendale,New South Wales,13.50
"SSC12337",Lindesay,New South Wales,266.48
"SSC12338",Lindesay Creek,New South Wales,46.91
"SSC12339",Lindfield,New South Wales,5.13
"SSC12340",Lindifferon,New South Wales,175.32
"SSC12341",Linley Point,New South Wales,0.20
"SSC12342",Lionsville,New South Wales,181.27
"SSC12343",Lisarow,New South Wales,10.86
"SSC12344",Lismore,New South Wales,3.68
"SSC12345",Lismore Heights,New South Wales,1.84
"SSC12346",Liston,New South Wales,77.05
"SSC12347",Lithgow,New South Wales,5.98
"SSC12348",Little Back Creek,New South Wales,14.00
"SSC12349",Little Bay,New South Wales,2.46
"SSC12350",Little Billabong,New South Wales,463.90
"SSC12351",Little Forest,New South Wales,24.76
"SSC12352",Little Hartley,New South Wales,24.53
"SSC12353",Little Jacks Creek,New South Wales,99.19
"SSC12354",Little Jilliby,New South Wales,3.68
"SSC12355",Little Pelican,New South Wales,0.31
"SSC12356",Little Plain,New South Wales,62.97
"SSC12357",Little River,New South Wales,22.72
"SSC12358",Little Topar,New South Wales,3631.75
"SSC12359",Little Wobby,New South Wales,1.49
"SSC12360",Littleton,New South Wales,1.00
"SSC12361",Liverpool,New South Wales,6.36
"SSC12362",Llanarth,New South Wales,2.45
"SSC12363",Llandilo,New South Wales,18.63
"SSC12364",Llangothlin,New South Wales,134.07
"SSC12365",Lloyd,New South Wales,4.68
"SSC12366",Loadstone,New South Wales,18.83
"SSC12367",Lochiel,New South Wales,84.23
"SSC12368",Lochinvar,New South Wales,20.26
"SSC12369",Lockhart,New South Wales,485.68
"SSC12370",Locksley,New South Wales,21.56
"SSC12371",Loftus,New South Wales,2.53
"SSC12372",Loftville,New South Wales,2.18
"SSC12373",Logans Crossing,New South Wales,6.71
"SSC12374",Logie Brae,New South Wales,128.58
"SSC12375",Londonderry,New South Wales,36.25
"SSC12376",Long Beach,New South Wales,9.61
"SSC12377",Long Flat,New South Wales,9.78
"SSC12378",Long Jetty,New South Wales,2.54
"SSC12379",Long Plain (Inverell - NSW),New South Wales,46.07
"SSC12380",Long Plain (Snowy Monaro Regional - NSW),New South Wales,114.66
"SSC12381",Long Point (Campbelltown - NSW),New South Wales,2.01
"SSC12382",Long Point (Singleton - NSW),New South Wales,7.54
"SSC12383",Longarm,New South Wales,86.04
"SSC12384",Longreach,New South Wales,13.70
"SSC12385",Longueville,New South Wales,0.99
"SSC12386",Loomberah,New South Wales,301.56
"SSC12387",Lord Howe Island,New South Wales,16.29
"SSC12388",Lords Hill,New South Wales,89.18
"SSC12389",Lorn,New South Wales,4.59
"SSC12390",Lorne,New South Wales,50.72
"SSC12391",Lost River,New South Wales,116.00
"SSC12392",Lostock,New South Wales,62.90
"SSC12393",Louisa Creek,New South Wales,28.02
"SSC12394",Louth,New South Wales,6516.28
"SSC12395",Louth Park,New South Wales,12.02
"SSC12396",Lovedale,New South Wales,48.54
"SSC12397",Lovett Bay,New South Wales,0.45
"SSC12398",Lowanna,New South Wales,158.94
"SSC12399",Lower Acacia Creek,New South Wales,47.76
"SSC12400",Lower Bago,New South Wales,11.74
"SSC12401",Lower Belford,New South Wales,41.77
"SSC12402",Lower Boro,New South Wales,171.66
"SSC12403",Lower Bottle Creek,New South Wales,30.06
"SSC12404",Lower Creek,New South Wales,250.44
"SSC12405",Lower Duck Creek,New South Wales,78.40
"SSC12406",Lower Dyraaba,New South Wales,19.14
"SSC12407",Lower Lewis Ponds,New South Wales,41.67
"SSC12408",Lower Macdonald,New South Wales,10.21
"SSC12409",Lower Mangrove,New South Wales,16.54
"SSC12410",Lower Pappinbarra,New South Wales,15.03
"SSC12411",Lower Peacock,New South Wales,32.75
"SSC12412",Lower Portland,New South Wales,60.06
"SSC12413",Lower Southgate,New South Wales,73.28
"SSC12414",Lowesdale,New South Wales,147.91
"SSC12415",Lowther,New South Wales,34.25
"SSC12416",Loxford,New South Wales,9.13
"SSC12417",Lucas Heights,New South Wales,9.93
"SSC12418",Lucknow,New South Wales,23.14
"SSC12419",Luddenham,New South Wales,44.10
"SSC12420",Lue,New South Wales,118.37
"SSC12421",Lugarno,New South Wales,2.68
"SSC12422",Lurnea,New South Wales,2.50
"SSC12423",Luskintyre,New South Wales,19.12
"SSC12424",Lynchs Creek,New South Wales,36.90
"SSC12425",Lyndhurst (Armidale Regional - NSW),New South Wales,181.40
"SSC12426",Lyndhurst (Blayney - NSW),New South Wales,61.96
"SSC12427",Lynwood,New South Wales,8.04
"SSC12428",Mabins Well,New South Wales,413.74
"SSC12429",Macdonalds Creek,New South Wales,69.59
"SSC12430",Macksville,New South Wales,11.11
"SSC12431",Maclean,New South Wales,9.73
"SSC12432",Macmasters Beach,New South Wales,5.88
"SSC12433",Macquarie Fields,New South Wales,7.01
"SSC12434",Macquarie Hills,New South Wales,2.34
"SSC12435",Macquarie Links,New South Wales,1.77
"SSC12436",Macquarie Marshes,New South Wales,389.74
"SSC12437",Macquarie Park,New South Wales,6.76
"SSC12438",Macquarie Pass,New South Wales,9.81
"SSC12439",Maddens Plains,New South Wales,15.63
"SSC12440",Maffra,New South Wales,76.41
"SSC12441",Magenta,New South Wales,6.46
"SSC12442",Magometon,New South Wales,326.09
"SSC12443",Maianbar,New South Wales,0.29
"SSC12444",Maimuru,New South Wales,57.59
"SSC12445",Main Arm,New South Wales,25.78
"SSC12446",Main Creek,New South Wales,75.95
"SSC12447",Mairjimmy,New South Wales,96.90
"SSC12448",Maison Dieu,New South Wales,31.03
"SSC12449",Maitland,New South Wales,5.47
"SSC12450",Maitland Bar,New South Wales,21.96
"SSC12451",Maitland Vale,New South Wales,11.32
"SSC12452",Majors Creek,New South Wales,69.94
"SSC12453",Malabar,New South Wales,3.57
"SSC12454",Maldon,New South Wales,2.08
"SSC12455",Mallabula,New South Wales,2.97
"SSC12456",Mallan,New South Wales,321.47
"SSC12457",Mallanganee,New South Wales,46.56
"SSC12458",Mallee,New South Wales,1874.20
"SSC12459",Mallowa,New South Wales,731.74
"SSC12460",Maloneys Beach,New South Wales,5.19
"SSC12461",Malua Bay,New South Wales,12.38
"SSC12462",Manar,New South Wales,43.60
"SSC12463",Manchester Square,New South Wales,8.46
"SSC12464",Mandagery,New South Wales,208.39
"SSC12465",Mandalong,New South Wales,52.26
"SSC12466",Mandemar,New South Wales,15.74
"SSC12467",Mandurama,New South Wales,321.83
"SSC12468",Mangerton,New South Wales,1.10
"SSC12469",Mangoola,New South Wales,47.27
"SSC12470",Mangoplah,New South Wales,220.19
"SSC12471",Mangrove Creek,New South Wales,19.19
"SSC12472",Mangrove Mountain,New South Wales,76.80
"SSC12473",Manildra,New South Wales,351.98
"SSC12474",Manilla,New South Wales,70.64
"SSC12475",Manly,New South Wales,5.57
"SSC12476",Manly Vale,New South Wales,1.90
"SSC12477",Mannering Park,New South Wales,7.13
"SSC12478",Manning Point,New South Wales,3.00
"SSC12479",Mannus,New South Wales,97.81
"SSC12480",Manobalai,New South Wales,147.53
"SSC12481",Manton,New South Wales,71.20
"SSC12482",Manyana,New South Wales,2.38
"SSC12483",Maragle,New South Wales,274.13
"SSC12484",Maraylya,New South Wales,20.47
"SSC12485",Marayong,New South Wales,2.72
"SSC12486",March,New South Wales,13.42
"SSC12487",Marchmont,New South Wales,53.29
"SSC12488",Mardi,New South Wales,9.50
"SSC12489",Marengo,New South Wales,250.26
"SSC12490",Mares Run,New South Wales,56.31
"SSC12491",Marinna,New South Wales,76.04
"SSC12492",Marks Point,New South Wales,1.26
"SSC12493",Markwell,New South Wales,53.32
"SSC12494",Marlee,New South Wales,61.30
"SSC12495",Marlo Merrican,New South Wales,52.16
"SSC12496",Marlow,New South Wales,1.18
"SSC12497",Marlowe,New South Wales,48.32
"SSC12498",Marmong Point,New South Wales,0.89
"SSC12499",Marom Creek,New South Wales,25.23
"SSC12500",Maroota,New South Wales,57.11
"SSC12501",Maroubra,New South Wales,5.92
"SSC12502",Marrangaroo,New South Wales,70.38
"SSC12503",Marrar,New South Wales,171.32
"SSC12504",Marrickville,New South Wales,5.77
"SSC12505",Marsden Park,New South Wales,23.35
"SSC12506",Marsfield,New South Wales,3.86
"SSC12507",Marshall Mount,New South Wales,11.17
"SSC12508",Marshdale,New South Wales,22.53
"SSC12509",Marthaguy,New South Wales,1113.29
"SSC12510",Martindale,New South Wales,434.76
"SSC12511",Martins Creek,New South Wales,33.74
"SSC12512",Martinsville,New South Wales,65.52
"SSC12513",Marulan,New South Wales,190.04
"SSC12514",Maryland (Newcastle - NSW),New South Wales,4.54
"SSC12515",Maryland (Tenterfield - NSW),New South Wales,128.51
"SSC12516",Marys Mount,New South Wales,152.63
"SSC12517",Maryvale,New South Wales,99.99
"SSC12518",Maryville,New South Wales,0.58
"SSC12519",Mascot,New South Wales,11.96
"SSC12520",Matcham,New South Wales,8.85
"SSC12521",Matheson,New South Wales,133.72
"SSC12522",Mathoura,New South Wales,546.61
"SSC12523",Matong,New South Wales,299.78
"SSC12524",Matraville,New South Wales,3.93
"SSC12525",Maude,New South Wales,2410.22
"SSC12526",Maules Creek,New South Wales,491.99
"SSC12527",Maxwell,New South Wales,70.08
"SSC12528",Maybole,New South Wales,97.28
"SSC12529",Mayers Flat,New South Wales,34.78
"SSC12530",Mayfield (Newcastle - NSW),New South Wales,3.12
"SSC12531",Mayfield (Oberon - NSW),New South Wales,15.94
"SSC12532",Mayfield (Queanbeyan-Palerang Regional - NSW),New South Wales,91.44
"SSC12533",Mayfield (Shoalhaven - NSW),New South Wales,2.23
"SSC12534",Mayfield East,New South Wales,0.62
"SSC12535",Mayfield North,New South Wales,4.43
"SSC12536",Mayfield West,New South Wales,2.31
"SSC12537",Mayrung,New South Wales,235.53
"SSC12538",Mays Hill,New South Wales,0.30
"SSC12539",Mayvale,New South Wales,98.67
"SSC12540",McCullys Gap,New South Wales,89.68
"SSC12541",McDougalls Hill,New South Wales,3.17
"SSC12542",McGraths Hill,New South Wales,3.09
"SSC12543",McKees Hill,New South Wales,33.13
"SSC12544",McKellars Park,New South Wales,0.44
"SSC12545",McLeans Ridges,New South Wales,13.50
"SSC12546",McLeods Shoot,New South Wales,6.20
"SSC12547",McMahons Point,New South Wales,0.35
"SSC12548",McMahons Reef,New South Wales,131.95
"SSC12549",Meadow Flat,New South Wales,70.74
"SSC12550",Meadowbank,New South Wales,0.69
"SSC12551",Mebbin,New South Wales,42.35
"SSC12552",Mebul,New South Wales,101.61
"SSC12553",Medlow Bath,New South Wales,4.78
"SSC12554",Medowie,New South Wales,42.54
"SSC12555",Medway,New South Wales,17.63
"SSC12556",Meerschaum Vale,New South Wales,36.89
"SSC12557",Megalong Valley,New South Wales,96.07
"SSC12558",Megan,New South Wales,47.30
"SSC12559",Melbergen,New South Wales,155.54
"SSC12560",Melinga,New South Wales,38.00
"SSC12561",Mellong,New South Wales,402.09
"SSC12562",Mellool,New South Wales,243.70
"SSC12563",Melrose Park,New South Wales,1.08
"SSC12564",Melville,New South Wales,5.58
"SSC12565",Memagong,New South Wales,231.40
"SSC12566",Menah,New South Wales,39.91
"SSC12567",Menai,New South Wales,12.94
"SSC12568",Menangle,New South Wales,34.09
"SSC12569",Menangle Park,New South Wales,8.72
"SSC12570",Mendooran,New South Wales,874.05
"SSC12571",Menindee,New South Wales,13316.33
"SSC12572",Merah North,New South Wales,593.37
"SSC12573",Merewether,New South Wales,6.28
"SSC12574",Merewether Heights,New South Wales,0.53
"SSC12575",Merimbula,New South Wales,18.07
"SSC12576",Meringo,New South Wales,6.48
"SSC12577",Mernot,New South Wales,153.67
"SSC12578",Meroo,New South Wales,43.56
"SSC12579",Meroo Meadow,New South Wales,18.26
"SSC12580",Merotherie,New South Wales,96.14
"SSC12581",Merriangaah,New South Wales,86.46
"SSC12582",Merricumbene,New South Wales,27.66
"SSC12583",Merrigal,New South Wales,231.61
"SSC12584",Merrill,New South Wales,90.05
"SSC12585",Merriwa,New South Wales,1900.64
"SSC12586",Merriwagga,New South Wales,906.85
"SSC12587",Merrygoen,New South Wales,181.70
"SSC12588",Merrylands,New South Wales,6.75
"SSC12589",Merrylands West,New South Wales,1.74
"SSC12590",Merungle Hill,New South Wales,42.36
"SSC12591",Meryla,New South Wales,102.91
"SSC12592",Metford,New South Wales,2.42
"SSC12593",Methul,New South Wales,193.34
"SSC12594",Metz,New South Wales,196.60
"SSC12595",Miamley,New South Wales,316.87
"SSC12596",Miandetta,New South Wales,540.68
"SSC12597",Micalo Island,New South Wales,9.96
"SSC12598",Michelago,New South Wales,235.54
"SSC12599",Middle Arm,New South Wales,131.34
"SSC12600",Middle Brook,New South Wales,72.23
"SSC12601",Middle Brother,New South Wales,22.55
"SSC12602",Middle Cove,New South Wales,1.04
"SSC12603",Middle Dural,New South Wales,7.66
"SSC12604",Middle Falbrook,New South Wales,11.07
"SSC12605",Middle Flat,New South Wales,38.88
"SSC12606",Middle Pocket,New South Wales,10.69
"SSC12607",Middleton Grange,New South Wales,2.55
"SSC12608",Middlingbank,New South Wales,70.97
"SSC12609",Midginbil,New South Wales,14.01
"SSC12610",Mihi,New South Wales,84.82
"SSC12611",Mila,New South Wales,195.42
"SSC12612",Milbrodale,New South Wales,157.53
"SSC12613",Milbrulong,New South Wales,180.98
"SSC12614",Milkers Flat,New South Wales,7.61
"SSC12615",Millah Murrah,New South Wales,51.75
"SSC12616",Millbank,New South Wales,120.33
"SSC12617",Miller,New South Wales,1.27
"SSC12618",Millers Forest,New South Wales,27.81
"SSC12619",Millers Point,New South Wales,0.25
"SSC12620",Millfield,New South Wales,32.39
"SSC12621",Millie,New South Wales,351.48
"SSC12622",Millingandi,New South Wales,19.16
"SSC12623",Millthorpe,New South Wales,76.41
"SSC12624",Milparinka,New South Wales,9158.44
"SSC12625",Milperra,New South Wales,5.37
"SSC12626",Milroy (Gunnedah - NSW),New South Wales,261.37
"SSC12627",Milroy (Mid-Western Regional - NSW),New South Wales,8.04
"SSC12628",Milsons Passage,New South Wales,0.64
"SSC12629",Milsons Point,New South Wales,0.20
"SSC12630",Milton,New South Wales,16.34
"SSC12631",Milvale,New South Wales,296.15
"SSC12632",Mimosa,New South Wales,221.75
"SSC12633",Minchinbury,New South Wales,4.19
"SSC12634",Mindaribba,New South Wales,24.51
"SSC12635",Mingoola,New South Wales,70.49
"SSC12636",Minimbah,New South Wales,36.45
"SSC12637",Minjary,New South Wales,21.59
"SSC12638",Minmi,New South Wales,8.97
"SSC12639",Minnamurra,New South Wales,1.66
"SSC12640",Minnie Water,New South Wales,55.95
"SSC12641",Minore,New South Wales,87.33
"SSC12642",Minto,New South Wales,9.57
"SSC12643",Minto Heights,New South Wales,5.96
"SSC12644",Mirador,New South Wales,1.77
"SSC12645",Miranda,New South Wales,4.68
"SSC12646",Mirannie,New South Wales,101.01
"SSC12647",Mirrabooka,New South Wales,0.78
"SSC12648",Mirrool,New South Wales,147.16
"SSC12649",Missabotti,New South Wales,141.79
"SSC12650",Mitchell,New South Wales,3.57
"SSC12651",Mitchells Flat,New South Wales,34.77
"SSC12652",Mitchells Island,New South Wales,33.09
"SSC12653",Mittagong,New South Wales,58.42
"SSC12654",Moama,New South Wales,583.06
"SSC12655",Modanville,New South Wales,9.77
"SSC12656",Mogareeka,New South Wales,3.54
"SSC12657",Mogendoura,New South Wales,41.72
"SSC12658",Moggs Swamp,New South Wales,239.64
"SSC12659",Mogilla,New South Wales,51.08
"SSC12660",Mogo (Eurobodalla - NSW),New South Wales,106.14
"SSC12661",Mogo (Mid-Western Regional - NSW),New South Wales,65.45
"SSC12662",Mogo Creek,New South Wales,97.16
"SSC12663",Mogood,New South Wales,96.58
"SSC12664",Mograni,New South Wales,26.81
"SSC12665",Mogriguy,New South Wales,93.67
"SSC12666",Mole River,New South Wales,371.84
"SSC12667",Moleville Creek,New South Wales,7.81
"SSC12668",Mollyan,New South Wales,243.89
"SSC12669",Mollymook,New South Wales,1.47
"SSC12670",Mollymook Beach,New South Wales,3.34
"SSC12671",Molong,New South Wales,420.99
"SSC12672",Mona Vale,New South Wales,4.56
"SSC12673",Monak,New South Wales,49.00
"SSC12674",Monaltrie,New South Wales,19.27
"SSC12675",Mondayong,New South Wales,81.74
"SSC12676",Mondrook,New South Wales,13.21
"SSC12677",Monga,New South Wales,104.54
"SSC12678",Mongarlowe,New South Wales,35.41
"SSC12679",Mongogarie,New South Wales,67.98
"SSC12680",Monia Gap,New South Wales,311.57
"SSC12681",Monivae,New South Wales,44.18
"SSC12682",Monkerai,New South Wales,125.03
"SSC12683",Monteagle,New South Wales,121.64
"SSC12684",Montecollum,New South Wales,3.36
"SSC12685",Montefiores,New South Wales,7.48
"SSC12686",Monterey,New South Wales,1.15
"SSC12687",Mooball,New South Wales,11.01
"SSC12688",Moobi,New South Wales,55.86
"SSC12689",Moogem,New South Wales,136.41
"SSC12690",Mookerawa,New South Wales,60.67
"SSC12691",Mookima Wybra,New South Wales,59.61
"SSC12692",Moolarben,New South Wales,55.15
"SSC12693",Moollattoo,New South Wales,81.76
"SSC12694",Moolpa,New South Wales,320.38
"SSC12695",Moombooldool,New South Wales,128.15
"SSC12696",Moonan Brook,New South Wales,199.22
"SSC12697",Moonan Flat,New South Wales,152.27
"SSC12698",Moonbah,New South Wales,154.77
"SSC12699",Moonbi,New South Wales,198.90
"SSC12700",Moonbria,New South Wales,265.33
"SSC12701",Mooneba,New South Wales,9.27
"SSC12702",Moonee,New South Wales,2.99
"SSC12703",Moonee Beach,New South Wales,18.22
"SSC12704",Mooney Mooney,New South Wales,1.90
"SSC12705",Mooney Mooney Creek,New South Wales,18.97
"SSC12706",Moonpar,New South Wales,62.01
"SSC12707",Mooral Creek,New South Wales,45.65
"SSC12708",Moorara,New South Wales,1534.31
"SSC12709",Moorbel,New South Wales,15.91
"SSC12710",Moore Creek,New South Wales,108.70
"SSC12711",Moore Park,New South Wales,1.86
"SSC12712",Moorebank,New South Wales,12.52
"SSC12713",Moorilda,New South Wales,28.45
"SSC12714",Moorland,New South Wales,37.49
"SSC12715",Moorong,New South Wales,18.81
"SSC12716",Moorwatha,New South Wales,88.57
"SSC12717",Moparrabah,New South Wales,335.03
"SSC12718",Moppy,New South Wales,85.07
"SSC12719",Morago,New South Wales,195.32
"SSC12720",Morangarell,New South Wales,192.35
"SSC12721",Morans Crossing,New South Wales,31.93
"SSC12722",Moree,New South Wales,3870.55
"SSC12723",Morisset,New South Wales,27.06
"SSC12724",Morisset Park,New South Wales,1.04
"SSC12725",Morning Bay,New South Wales,0.22
"SSC12726",Mororo,New South Wales,88.25
"SSC12727",Morpeth,New South Wales,4.44
"SSC12728",Mortdale,New South Wales,2.88
"SSC12729",Mortlake,New South Wales,0.24
"SSC12730",Morton,New South Wales,81.69
"SSC12731",Mortons Creek,New South Wales,42.30
"SSC12732",Morts Estate,New South Wales,0.82
"SSC12733",Morundah,New South Wales,1190.95
"SSC12734",Moruya,New South Wales,77.89
"SSC12735",Moruya Heads,New South Wales,14.63
"SSC12736",Morven (Glen Innes Severn - NSW),New South Wales,116.20
"SSC12737",Morven (Greater Hume Shire - NSW),New South Wales,129.65
"SSC12738",Mosman,New South Wales,8.65
"SSC12739",Moss Vale,New South Wales,78.21
"SSC12740",Mossgiel,New South Wales,2471.23
"SSC12741",Mossy Point,New South Wales,2.32
"SSC12742",Moto,New South Wales,35.44
"SSC12743",Moulamein,New South Wales,1845.38
"SSC12744",Mount Adrah,New South Wales,136.45
"SSC12745",Mount Annan,New South Wales,10.23
"SSC12746",Mount Aquila,New South Wales,30.94
"SSC12747",Mount Arthur,New South Wales,63.89
"SSC12748",Mount Austin,New South Wales,2.57
"SSC12749",Mount Burrell,New South Wales,31.66
"SSC12750",Mount Colah,New South Wales,11.06
"SSC12751",Mount Collins,New South Wales,78.69
"SSC12752",Mount Cooper,New South Wales,71.79
"SSC12753",Mount Darragh,New South Wales,61.56
"SSC12754",Mount David,New South Wales,64.31
"SSC12755",Mount Dee,New South Wales,0.81
"SSC12756",Mount Druitt,New South Wales,6.26
"SSC12757",Mount Elliot,New South Wales,2.42
"SSC12758",Mount Fairy,New South Wales,91.37
"SSC12759",Mount Foster,New South Wales,135.36
"SSC12760",Mount Frome,New South Wales,21.71
"SSC12761",Mount George,New South Wales,82.80
"SSC12762",Mount Harris,New South Wales,426.36
"SSC12763",Mount Hope,New South Wales,3248.44
"SSC12764",Mount Horeb,New South Wales,31.05
"SSC12765",Mount Hunter,New South Wales,32.75
"SSC12766",Mount Hutton,New South Wales,3.12
"SSC12767",Mount Irvine,New South Wales,9.36
"SSC12768",Mount Keira,New South Wales,6.99
"SSC12769",Mount Kembla,New South Wales,6.11
"SSC12770",Mount Kingiman,New South Wales,30.28
"SSC12771",Mount Knowles,New South Wales,37.58
"SSC12772",Mount Kuring-Gai,New South Wales,10.58
"SSC12773",Mount Lambie,New South Wales,57.82
"SSC12774",Mount Lewis,New South Wales,0.33
"SSC12775",Mount Lindsey,New South Wales,68.71
"SSC12776",Mount Marsden,New South Wales,81.35
"SSC12777",Mount Marsh,New South Wales,143.97
"SSC12778",Mount Mitchell,New South Wales,204.70
"SSC12779",Mount Murray,New South Wales,5.31
"SSC12780",Mount Olive (Oberon - NSW),New South Wales,26.89
"SSC12781",Mount Olive (Singleton - NSW),New South Wales,38.10
"SSC12782",Mount Ousley,New South Wales,0.80
"SSC12783",Mount Panorama,New South Wales,6.88
"SSC12784",Mount Pleasant,New South Wales,0.98
"SSC12785",Mount Pritchard,New South Wales,3.09
"SSC12786",Mount Rankin,New South Wales,100.89
"SSC12787",Mount Rivers,New South Wales,31.93
"SSC12788",Mount Riverview,New South Wales,3.01
"SSC12789",Mount Royal,New South Wales,87.75
"SSC12790",Mount Russell,New South Wales,69.96
"SSC12791",Mount Saint Thomas,New South Wales,0.65
"SSC12792",Mount Seaview,New South Wales,224.06
"SSC12793",Mount Tenandra,New South Wales,211.24
"SSC12794",Mount Thorley,New South Wales,70.15
"SSC12795",Mount Tomah,New South Wales,8.28
"SSC12796",Mount Vernon,New South Wales,6.54
"SSC12797",Mount Victoria,New South Wales,16.52
"SSC12798",Mount View,New South Wales,28.14
"SSC12799",Mount Vincent,New South Wales,35.23
"SSC12800",Mount Warning,New South Wales,54.19
"SSC12801",Mount Warrigal,New South Wales,1.90
"SSC12802",Mount Werong,New South Wales,207.83
"SSC12803",Mount White,New South Wales,16.68
"SSC12804",Mount Wilson,New South Wales,10.27
"SSC12805",Mountain Creek,New South Wales,144.06
"SSC12806",Mountain Lagoon,New South Wales,54.66
"SSC12807",Mountain Top,New South Wales,11.55
"SSC12808",Mountain View,New South Wales,12.65
"SSC12809",Mourquong,New South Wales,12.93
"SSC12810",Mowbray Park,New South Wales,8.85
"SSC12811",Mozart,New South Wales,58.86
"SSC12812",Mudgee,New South Wales,33.67
"SSC12813",Mulbring,New South Wales,27.51
"SSC12814",Mulgoa,New South Wales,54.26
"SSC12815",Mulgrave,New South Wales,4.02
"SSC12816",Mulguthrie,New South Wales,118.11
"SSC12817",Muli Muli,New South Wales,0.57
"SSC12818",Mulla,New South Wales,269.80
