abs_ssc,name,state,area
"SSC11088",Cougal,New South Wales,35.81
"SSC11089",Countegany,New South Wales,170.08
"SSC11090",Courabyra,New South Wales,49.45
"SSC11091",Couradda,New South Wales,162.85
"SSC11092",Couragago,New South Wales,24.26
"SSC11093",Couridjah,New South Wales,2.81
"SSC11094",Coutts Crossing,New South Wales,59.18
"SSC11095",Cow Flat,New South Wales,36.70
"SSC11096",Cowabbie,New South Wales,125.78
"SSC11097",Cowan,New South Wales,31.90
"SSC11098",Cowper,New South Wales,13.59
"SSC11099",Cowra,New South Wales,885.43
"SSC11100",Coxs Creek,New South Wales,123.77
"SSC11101",Coxs Crown,New South Wales,29.96
"SSC11102",Crabbes Creek,New South Wales,18.08
"SSC11103",Crackenback,New South Wales,84.54
"SSC11104",Craigie,New South Wales,98.09
"SSC11105",Cranebrook,New South Wales,14.95
"SSC11106",Crangan Bay,New South Wales,6.56
"SSC11107",Craven,New South Wales,94.71
"SSC11108",Craven Plateau,New South Wales,18.81
"SSC11109",Crawford River,New South Wales,98.43
"SSC11110",Crawney,New South Wales,269.10
"SSC11111",Creewah,New South Wales,35.38
"SSC11112",Cremorne,New South Wales,1.63
"SSC11113",Cremorne Point,New South Wales,0.43
"SSC11114",Crescent Head,New South Wales,181.87
"SSC11115",Crestwood,New South Wales,1.96
"SSC11116",Cringila,New South Wales,1.68
"SSC11117",Croki,New South Wales,1.37
"SSC11118",Cromer,New South Wales,6.21
"SSC11119",Cronulla,New South Wales,3.87
"SSC11120",Crooble,New South Wales,239.33
"SSC11121",Croobyar,New South Wales,16.86
"SSC11122",Crooked Corner,New South Wales,247.96
"SSC11123",Crookwell,New South Wales,207.39
"SSC11124",Croom,New South Wales,18.69
"SSC11125",Croppa Creek,New South Wales,396.93
"SSC11126",Cross Roads,New South Wales,14.68
"SSC11127",Crosslands,New South Wales,3.73
"SSC11128",Croudace Bay,New South Wales,0.67
"SSC11129",Crowdy Bay National Park,New South Wales,53.30
"SSC11130",Crowdy Head,New South Wales,6.92
"SSC11131",Crows Nest,New South Wales,0.76
"SSC11132",Crowther,New South Wales,206.23
"SSC11133",Crowther Island,New South Wales,0.59
"SSC11134",Croydon,New South Wales,2.44
"SSC11135",Croydon Park,New South Wales,2.55
"SSC11136",Crudine,New South Wales,116.81
"SSC11137",Cryon,New South Wales,563.74
"SSC11138",Crystal Creek,New South Wales,11.47
"SSC11139",Cubba,New South Wales,2267.86
"SSC11140",Cudal,New South Wales,155.03
"SSC11141",Cudgegong,New South Wales,158.26
"SSC11142",Cudgel,New South Wales,52.02
"SSC11143",Cudgen,New South Wales,10.22
"SSC11144",Cudgera Creek,New South Wales,24.50
"SSC11145",Cudmirrah,New South Wales,0.60
"SSC11146",Culburra Beach,New South Wales,13.37
"SSC11147",Culcairn,New South Wales,321.63
"SSC11148",Cullen Bullen,New South Wales,80.57
"SSC11149",Cullenbone,New South Wales,2.93
"SSC11150",Cullendore,New South Wales,56.08
"SSC11151",Cullerin,New South Wales,121.77
"SSC11152",Cullivel,New South Wales,108.28
"SSC11153",Culmaran Creek,New South Wales,33.17
"SSC11154",Cumbalum,New South Wales,16.59
"SSC11155",Cumbandry,New South Wales,11.00
"SSC11156",Cumberland Reach,New South Wales,3.43
"SSC11157",Cumbo,New South Wales,54.70
"SSC11158",Cumborah,New South Wales,1803.38
"SSC11159",Cumnock,New South Wales,407.07
"SSC11160",Cundle Flat,New South Wales,17.99
"SSC11161",Cundletown,New South Wales,18.55
"SSC11162",Cundumbul,New South Wales,74.31
"SSC11163",Cunjurong Point,New South Wales,1.59
"SSC11164",Cunningar,New South Wales,177.59
"SSC11165",Cunninyeuk,New South Wales,185.23
"SSC11166",Curban,New South Wales,423.18
"SSC11167",Curl Curl,New South Wales,1.28
"SSC11168",Curlew Waters,New South Wales,1.51
"SSC11169",Curlewis,New South Wales,570.14
"SSC11170",Curlwaa,New South Wales,25.22
"SSC11171",Curra Creek,New South Wales,91.38
"SSC11172",Currabubula,New South Wales,265.99
"SSC11173",Curragh,New South Wales,46.30
"SSC11174",Curramore,New South Wales,10.56
"SSC11175",Currans Hill,New South Wales,3.61
"SSC11176",Currarong,New South Wales,0.96
"SSC11177",Currawang,New South Wales,232.82
"SSC11178",Currawarna,New South Wales,186.37
"SSC11179",Curraweela,New South Wales,101.01
"SSC11180",Curricabark,New South Wales,98.34
"SSC11181",Currowan,New South Wales,165.17
"SSC11182",Cuttabri,New South Wales,296.94
"SSC11183",Cuttagee,New South Wales,15.07
"SSC11184",Dabee,New South Wales,91.79
"SSC11185",Daceyville,New South Wales,0.49
"SSC11186",Dairy Arm,New South Wales,22.24
"SSC11187",Dairy Flat,New South Wales,68.10
"SSC11188",Dairymans Plains,New South Wales,34.94
"SSC11189",Daleys Point,New South Wales,1.34
"SSC11190",Dalgety,New South Wales,211.82
"SSC11191",Dalmeny,New South Wales,7.15
"SSC11192",Dalmorton,New South Wales,330.00
"SSC11193",Dalswinton,New South Wales,27.15
"SSC11194",Dalton,New South Wales,67.90
"SSC11195",Dalwood (Ballina - NSW),New South Wales,10.88
"SSC11196",Dalwood (Singleton - NSW),New South Wales,10.85
"SSC11197",Dandaloo,New South Wales,507.40
"SSC11198",Dandry,New South Wales,831.41
"SSC11199",Dangar Island,New South Wales,0.32
"SSC11200",Dangarsleigh,New South Wales,99.44
"SSC11201",Dangelong,New South Wales,74.88
"SSC11202",Dapto,New South Wales,7.37
"SSC11203",Darawank,New South Wales,32.60
"SSC11204",Darbalara,New South Wales,110.69
"SSC11205",Darbys Falls,New South Wales,63.86
"SSC11206",Dareton,New South Wales,2.40
"SSC11207",Dargan,New South Wales,8.10
"SSC11208",Dark Corner,New South Wales,104.61
"SSC11209",Darkes Forest,New South Wales,25.55
"SSC11210",Darkwood,New South Wales,142.72
"SSC11211",Darling Point,New South Wales,0.67
"SSC11212",Darlinghurst,New South Wales,0.86
"SSC11213",Darlington (Singleton - NSW),New South Wales,0.29
"SSC11214",Darlington (Sydney - NSW),New South Wales,0.38
"SSC11215",Darlington Point,New South Wales,725.40
"SSC11216",Darlow,New South Wales,55.42
"SSC11217",Dartbrook,New South Wales,57.14
"SSC11218",Daruka,New South Wales,27.68
"SSC11219",Davidson,New South Wales,2.57
"SSC11220",Davis Creek,New South Wales,110.50
"SSC11221",Davistown,New South Wales,1.61
"SSC11222",Dawes Point,New South Wales,0.15
"SSC11223",Daysdale,New South Wales,312.67
"SSC11224",Dean Park,New South Wales,1.51
"SSC11225",Deauville,New South Wales,2.49
"SSC11226",Debenham,New South Wales,112.73
"SSC11227",Dee Why,New South Wales,3.05
"SSC11228",Deep Creek (Clarence Valley - NSW),New South Wales,63.49
"SSC11229",Deep Creek (Kempsey - NSW),New South Wales,32.35
"SSC11230",Deep Creek (Kyogle - NSW),New South Wales,97.75
"SSC11231",Deepwater,New South Wales,506.32
"SSC11232",Deer Vale,New South Wales,94.41
"SSC11233",Delegate,New South Wales,272.92
"SSC11234",Delungra,New South Wales,664.73
"SSC11235",Denham Court,New South Wales,13.43
"SSC11236",Denhams Beach,New South Wales,0.52
"SSC11237",Deniliquin,New South Wales,965.61
"SSC11238",Denistone,New South Wales,1.51
"SSC11239",Denistone East,New South Wales,0.70
"SSC11240",Denistone West,New South Wales,0.32
"SSC11241",Denman,New South Wales,116.65
"SSC11242",Depot Beach,New South Wales,2.15
"SSC11243",Derriwong,New South Wales,52.97
"SSC11244",Deua,New South Wales,526.34
"SSC11245",Deua River Valley,New South Wales,188.76
"SSC11246",Devils Hole,New South Wales,11.66
"SSC11247",Dewitt,New South Wales,114.85
"SSC11248",Dharruk,New South Wales,0.94
"SSC11249",Dhulura,New South Wales,39.29
"SSC11250",Dhuragoon,New South Wales,163.89
"SSC11251",Diamond Beach,New South Wales,10.43
"SSC11252",Diamond Head,New South Wales,28.65
"SSC11253",Diehard,New South Wales,87.90
"SSC11254",Diggers Camp,New South Wales,17.74
"SSC11255",Dignams Creek,New South Wales,121.39
"SSC11256",Dilkoon,New South Wales,31.36
"SSC11257",Dilpurra,New South Wales,153.52
"SSC11258",Dingo Forest,New South Wales,87.36
"SSC11259",Dinoga,New South Wales,286.38
"SSC11260",Dirnaseer,New South Wales,186.49
"SSC11261",Dirty Creek,New South Wales,15.61
"SSC11262",Dobies Bight,New South Wales,32.90
"SSC11263",Doctor George Mountain,New South Wales,7.17
"SSC11264",Doctors Gap,New South Wales,1.44
"SSC11265",Dog Rocks,New South Wales,49.19
"SSC11266",Dolans Bay,New South Wales,0.26
"SSC11267",Dolls Point,New South Wales,0.22
"SSC11268",Dollys Flat,New South Wales,18.75
"SSC11269",Dolphin Point,New South Wales,1.49
"SSC11270",Dombarton,New South Wales,8.35
"SSC11271",Donald Creek,New South Wales,18.44
"SSC11272",Dondingalong,New South Wales,83.06
"SSC11273",Doon Doon,New South Wales,41.98
"SSC11274",Doonbah,New South Wales,9.12
"SSC11275",Doonside,New South Wales,5.96
"SSC11276",Dooralong,New South Wales,22.56
"SSC11277",Dora Creek,New South Wales,10.26
"SSC11278",Dorrigo,New South Wales,40.54
"SSC11279",Dorrigo Mountain,New South Wales,41.37
"SSC11280",Dorroughby,New South Wales,9.13
"SSC11281",Double Bay,New South Wales,0.79
"SSC11282",Doubtful Creek,New South Wales,56.13
"SSC11283",Douglas Park,New South Wales,26.77
"SSC11284",Dover Heights,New South Wales,0.95
"SSC11285",Downside,New South Wales,79.37
"SSC11286",Doyalson,New South Wales,8.28
"SSC11287",Doyalson North,New South Wales,3.46
"SSC11288",Doyles Creek,New South Wales,260.83
"SSC11289",Doyles River,New South Wales,108.02
"SSC11290",Drake,New South Wales,284.50
"SSC11291",Drildool,New South Wales,256.85
"SSC11292",Dripstone,New South Wales,70.32
"SSC11293",Drummoyne,New South Wales,2.31
"SSC11294",Dry Creek,New South Wales,31.79
"SSC11295",Dry Plain,New South Wales,118.79
"SSC11296",Dubbo,New South Wales,990.70
"SSC11297",Duck Creek,New South Wales,80.39
"SSC11298",Duckenfield,New South Wales,2.45
"SSC11299",Duckmaloi,New South Wales,31.69
"SSC11300",Dudley,New South Wales,5.46
"SSC11301",Duffys Forest,New South Wales,4.62
"SSC11302",Dulguigan,New South Wales,11.86
"SSC11303",Dulwich Hill,New South Wales,2.12
"SSC11304",Dum Dum,New South Wales,10.55
"SSC11305",Dumaresq,New South Wales,127.37
"SSC11306",Dumaresq Island,New South Wales,8.47
"SSC11307",Dumaresq Valley,New South Wales,287.44
"SSC11308",Dumbudgery,New South Wales,30.21
"SSC11309",Dunbible,New South Wales,15.22
"SSC11310",Dunbogan,New South Wales,6.81
"SSC11311",Duncans Creek,New South Wales,69.71
"SSC11312",Dundas,New South Wales,1.35
"SSC11313",Dundas Valley,New South Wales,1.78
"SSC11314",Dundee,New South Wales,309.42
"SSC11315",Dundurrabin,New South Wales,156.58
"SSC11316",Dunedoo,New South Wales,1500.74
"SSC11317",Dungarubba,New South Wales,15.48
"SSC11318",Dungay,New South Wales,16.61
"SSC11319",Dungeree,New South Wales,42.61
"SSC11320",Dungog,New South Wales,5.50
"SSC11321",Dungowan,New South Wales,173.11
"SSC11322",Dunkeld,New South Wales,9.41
"SSC11323",Dunmore,New South Wales,18.52
"SSC11324",Dunolly,New South Wales,1.67
"SSC11325",Dunoon,New South Wales,30.33
"SSC11326",Duns Creek,New South Wales,27.71
"SSC11327",Dunville Loop,New South Wales,42.27
"SSC11328",Dural (Hornsby - NSW),New South Wales,34.13
"SSC11329",Dural (Singleton - NSW),New South Wales,46.44
"SSC11330",Duramana,New South Wales,130.71
"SSC11331",Duranbah,New South Wales,10.87
"SSC11332",Duri,New South Wales,138.83
"SSC11333",Duroby,New South Wales,2.64
"SSC11334",Durran Durra,New South Wales,87.56
"SSC11335",Durras North,New South Wales,10.08
"SSC11336",Durren Durren,New South Wales,4.37
"SSC11337",Duval,New South Wales,20.09
"SSC11338",Dyers Crossing,New South Wales,38.85
"SSC11339",Dyraaba,New South Wales,66.25
"SSC11340",Dyrring,New South Wales,29.57
"SSC11341",Eagle Vale,New South Wales,2.52
"SSC11342",Eagleton,New South Wales,15.94
"SSC11343",Earlwood,New South Wales,5.61
"SSC11344",East Albury,New South Wales,12.33
"SSC11345",East Ballina,New South Wales,6.50
"SSC11346",East Branxton,New South Wales,1.32
"SSC11347",East Coraki,New South Wales,45.72
"SSC11348",East Corrimal,New South Wales,1.40
"SSC11349",East Gosford,New South Wales,2.08
"SSC11350",East Gresford,New South Wales,31.58
"SSC11351",East Hills,New South Wales,1.43
"SSC11352",East Jindabyne,New South Wales,49.30
"SSC11353",East Kangaloon,New South Wales,45.71
"SSC11354",East Kempsey,New South Wales,3.75
"SSC11355",East Killara,New South Wales,3.19
"SSC11356",East Kurrajong,New South Wales,35.62
"SSC11357",East Lindfield,New South Wales,2.33
"SSC11358",East Lismore,New South Wales,6.54
"SSC11359",East Lynne,New South Wales,37.26
"SSC11360",East Maitland,New South Wales,15.94
"SSC11361",East Ryde,New South Wales,1.09
"SSC11362",East Seaham,New South Wales,37.70
"SSC11363",East Tamworth,New South Wales,14.81
"SSC11364",East Wagga Wagga,New South Wales,10.55
"SSC11365",East Wardell,New South Wales,20.29
"SSC11366",Eastern Creek,New South Wales,20.43
"SSC11367",Eastgardens,New South Wales,0.54
"SSC11368",Eastlakes,New South Wales,2.00
"SSC11369",Eastwood,New South Wales,5.19
"SSC11370",Eatonsville,New South Wales,19.88
"SSC11371",Ebenezer,New South Wales,21.86
"SSC11372",Ebor,New South Wales,329.67
"SSC11373",Eccleston,New South Wales,54.76
"SSC11374",Edderton,New South Wales,43.83
"SSC11375",Eden,New South Wales,85.46
"SSC11376",Eden Creek,New South Wales,37.77
"SSC11377",Edensor Park,New South Wales,3.10
"SSC11378",Edenville,New South Wales,31.30
"SSC11379",Edgecliff,New South Wales,0.32
"SSC11380",Edgeroi,New South Wales,346.99
"SSC11381",Edgeworth,New South Wales,6.02
"SSC11382",Edith,New South Wales,62.86
"SSC11383",Edmondson Park,New South Wales,6.95
"SSC11384",Edrom,New South Wales,37.88
"SSC11385",Eenaweena,New South Wales,305.83
"SSC11386",Eglinton,New South Wales,63.47
"SSC11387",Eighteen Mile,New South Wales,71.07
"SSC11388",Elands,New South Wales,113.08
"SSC11389",Elanora Heights,New South Wales,3.88
"SSC11390",Elcombe,New South Wales,185.93
"SSC11391",Elderslie (Camden - NSW),New South Wales,5.04
"SSC11392",Elderslie (Singleton - NSW),New South Wales,19.85
"SSC11393",Eleebana,New South Wales,4.21
"SSC11394",Elermore Vale,New South Wales,5.07
"SSC11395",Elizabeth Bay,New South Wales,0.25
"SSC11396",Elizabeth Beach,New South Wales,1.62
"SSC11397",Elizabeth Hills,New South Wales,1.12
"SSC11398",Ellalong,New South Wales,35.41
"SSC11399",Elland,New South Wales,33.61
"SSC11400",Ellangowan,New South Wales,167.37
"SSC11401",Ellenborough,New South Wales,134.68
"SSC11402",Ellerslie (Snowy Valleys - NSW),New South Wales,104.12
"SSC11403",Ellerslie (Wentworth - NSW),New South Wales,23.13
"SSC11404",Ellerston,New South Wales,290.39
"SSC11405",Ellis Lane,New South Wales,3.58
"SSC11406",Elong Elong,New South Wales,221.64
"SSC11407",Elrington,New South Wales,23.68
"SSC11408",Elsmore,New South Wales,120.41
"SSC11409",Eltham,New South Wales,16.62
"SSC11410",Elvina Bay,New South Wales,0.25
"SSC11411",Emerald Beach,New South Wales,15.04
"SSC11412",Emerald Hill,New South Wales,190.19
"SSC11413",Emerton,New South Wales,0.90
"SSC11414",Emmaville,New South Wales,618.75
"SSC11415",Empire Bay,New South Wales,3.97
"SSC11416",Empire Vale,New South Wales,14.27
"SSC11417",Emu Heights,New South Wales,3.43
"SSC11418",Emu Plains,New South Wales,8.25
"SSC11419",Emu Swamp,New South Wales,58.34
"SSC11420",Endrick,New South Wales,162.35
"SSC11421",Enfield,New South Wales,0.73
"SSC11422",Engadine,New South Wales,9.23
"SSC11423",Englorie Park,New South Wales,0.11
"SSC11424",Enmore (Armidale Regional - NSW),New South Wales,222.17
"SSC11425",Enmore (Inner West - NSW),New South Wales,0.44
"SSC11426",Enngonia,New South Wales,6039.75
"SSC11427",Environa,New South Wales,8.36
"SSC11428",Epping,New South Wales,6.84
"SSC11429",Eraring,New South Wales,7.90
"SSC11430",Eremerang,New South Wales,1813.51
"SSC11431",Erigolia,New South Wales,302.44
"SSC11432",Erin Vale,New South Wales,155.42
"SSC11433",Erina,New South Wales,5.15
"SSC11434",Erina Heights,New South Wales,1.52
"SSC11435",Ermington,New South Wales,4.13
"SSC11436",Erowal Bay,New South Wales,3.39
"SSC11437",Errowanbang,New South Wales,60.89
"SSC11438",Erskine Park,New South Wales,8.39
"SSC11439",Erskineville,New South Wales,0.81
"SSC11440",Erudgere,New South Wales,42.22
"SSC11441",Eschol Park,New South Wales,2.73
"SSC11442",Esk,New South Wales,55.84
"SSC11443",Essington,New South Wales,141.38
"SSC11444",Estella,New South Wales,1.99
"SSC11445",Ettalong Beach,New South Wales,1.78
"SSC11446",Ettamogah,New South Wales,20.50
"SSC11447",Ettrema,New South Wales,178.67
"SSC11448",Ettrick,New South Wales,44.16
"SSC11449",Euabalong,New South Wales,2038.33
"SSC11450",Euabalong West,New South Wales,0.60
"SSC11451",Euberta,New South Wales,104.76
"SSC11452",Euchareena,New South Wales,421.18
"SSC11453",Eucumbene,New South Wales,3.86
"SSC11454",Eugowra,New South Wales,519.70
"SSC11455",Eulah Creek,New South Wales,107.33
"SSC11456",Eumungerie,New South Wales,350.34
"SSC11457",Eunanoreenya,New South Wales,39.07
"SSC11458",Eungai Creek,New South Wales,24.11
"SSC11459",Eungai Rail,New South Wales,10.09
"SSC11460",Eungella,New South Wales,28.84
"SSC11461",Eureka,New South Wales,21.49
"SSC11462",Eurimbla,New South Wales,111.38
"SSC11463",Eurobodalla,New South Wales,40.35
"SSC11464",Euroka,New South Wales,9.00
"SSC11465",Euroley,New South Wales,296.66
"SSC11466",Eurongilly,New South Wales,153.98
"SSC11467",Eurunderee,New South Wales,48.30
"SSC11468",Euston,New South Wales,3345.62
"SSC11469",Evans Head,New South Wales,22.25
"SSC11470",Evans Plains,New South Wales,65.62
"SSC11471",Eveleigh,New South Wales,0.53
"SSC11472",Eviron,New South Wales,14.41
"SSC11473",Ewingar,New South Wales,116.83
"SSC11474",Ewingsdale,New South Wales,18.78
"SSC11475",Exeter,New South Wales,51.54
"SSC11476",Failford,New South Wales,15.64
"SSC11477",Fairfield,New South Wales,4.43
"SSC11478",Fairfield East,New South Wales,1.99
"SSC11479",Fairfield Heights,New South Wales,1.47
"SSC11480",Fairfield West,New South Wales,3.22
"SSC11481",Fairholme,New South Wales,332.29
"SSC11482",Fairlight,New South Wales,1.17
"SSC11483",Fairy Hill,New South Wales,28.08
"SSC11484",Fairy Meadow,New South Wales,3.42
"SSC11485",Falbrook,New South Wales,16.16
"SSC11486",Falconer,New South Wales,49.85
"SSC11487",Falls Creek,New South Wales,29.46
"SSC11488",Far Meadow,New South Wales,13.17
"SSC11489",Fargunyah,New South Wales,72.50
"SSC11490",Farley,New South Wales,13.21
"SSC11491",Farmborough Heights,New South Wales,3.04
"SSC11492",Farnham,New South Wales,27.57
"SSC11493",Farrants Hill,New South Wales,3.57
"SSC11494",Farringdon,New South Wales,67.48
"SSC11495",Fassifern,New South Wales,5.33
"SSC11496",Faulconbridge,New South Wales,14.93
"SSC11497",Faulkland,New South Wales,37.43
"SSC11498",Fawcetts Plain,New South Wales,27.27
"SSC11499",Federal,New South Wales,27.59
"SSC11500",Fennell Bay,New South Wales,2.72
"SSC11501",Fern Bay,New South Wales,8.35
"SSC11502",Fern Gully,New South Wales,3.42
"SSC11503",Fernances,New South Wales,6.11
"SSC11504",Fernances Crossing,New South Wales,14.58
"SSC11505",Fernbank Creek,New South Wales,14.73
"SSC11506",Fernbrook,New South Wales,42.96
"SSC11507",Fernhill,New South Wales,0.39
"SSC11508",Fernleigh,New South Wales,11.46
"SSC11509",Fernmount,New South Wales,16.59
"SSC11510",Fernside,New South Wales,14.92
"SSC11511",Fernvale,New South Wales,12.95
"SSC11512",Ferodale,New South Wales,81.99
"SSC11513",Fiddletown,New South Wales,69.41
"SSC11514",Fifield,New South Wales,665.04
"SSC11515",Figtree,New South Wales,8.56
"SSC11516",Findon Creek,New South Wales,67.53
"SSC11517",Fine Flower,New South Wales,60.84
"SSC11518",Fingal Bay,New South Wales,9.61
"SSC11519",Fingal Head,New South Wales,4.32
"SSC11520",Finley,New South Wales,535.90
"SSC11521",Firefly,New South Wales,46.68
"SSC11522",Fishermans Bay,New South Wales,1.16
"SSC11523",Fishermans Paradise,New South Wales,0.99
"SSC11524",Fishermans Reach,New South Wales,18.97
"SSC11525",Fishers Hill,New South Wales,14.54
"SSC11526",Fishing Point,New South Wales,0.67
"SSC11527",Fitzgeralds Mount,New South Wales,21.51
"SSC11528",Fitzgeralds Valley,New South Wales,5.74
"SSC11529",Fitzroy Falls,New South Wales,70.79
"SSC11530",Five Dock,New South Wales,2.45
"SSC11531",Five Ways,New South Wales,573.92
"SSC11532",Flat Tops,New South Wales,18.22
"SSC11533",Fletcher,New South Wales,6.18
"SSC11534",Flinders,New South Wales,2.31
"SSC11535",Floraville,New South Wales,1.36
"SSC11536",Forbes,New South Wales,1082.12
"SSC11537",Forbes Creek,New South Wales,39.03
"SSC11538",Forbes River,New South Wales,218.53
"SSC11539",Forbesdale,New South Wales,37.55
"SSC11540",Fords Bridge,New South Wales,3778.60
"SSC11541",Fordwich,New South Wales,23.68
"SSC11542",Forest Glen,New South Wales,5.60
"SSC11543",Forest Grove,New South Wales,8.43
"SSC11544",Forest Hill,New South Wales,34.62
"SSC11545",Forest Land,New South Wales,209.15
"SSC11546",Forest Lodge,New South Wales,0.44
"SSC11547",Forest Reefs,New South Wales,66.07
"SSC11548",Forestville,New South Wales,4.69
"SSC11549",Forresters Beach,New South Wales,2.77
"SSC11550",Forster,New South Wales,32.54
"SSC11551",Fortis Creek,New South Wales,106.90
"SSC11552",Fosters Valley,New South Wales,55.83
"SSC11553",Fosterton,New South Wales,32.45
"SSC11554",Fountaindale,New South Wales,7.77
"SSC11555",Four Corners,New South Wales,257.54
"SSC11556",Four Mile Creek,New South Wales,29.27
"SSC11557",Fowlers Gap,New South Wales,4164.83
"SSC11558",Foxground,New South Wales,20.06
"SSC11559",Frazer Park,New South Wales,2.98
"SSC11560",Frazers Creek,New South Wales,46.16
"SSC11561",Frederickton,New South Wales,12.26
"SSC11562",Freeburn Island,New South Wales,4.02
"SSC11563",Freemans,New South Wales,2.24
"SSC11564",Freemans Reach,New South Wales,24.60
"SSC11565",Freemans Waterhole,New South Wales,35.76
"SSC11566",Freemantle,New South Wales,59.88
"SSC11567",French Park,New South Wales,21.28
"SSC11568",Frenchs Forest,New South Wales,8.64
"SSC11569",Freshwater,New South Wales,1.78
"SSC11570",Frog Rock,New South Wales,13.80
"SSC11571",Frogmore,New South Wales,304.21
"SSC11572",Frogs Hollow,New South Wales,16.34
"SSC11573",Frying Pan,New South Wales,65.48
"SSC11574",Fullerton,New South Wales,204.37
"SSC11575",Fullerton Cove,New South Wales,18.48
"SSC11576",Furracabad,New South Wales,77.64
"SSC11577",Gadara,New South Wales,47.02
"SSC11578",Gala Vale,New South Wales,121.84
"SSC11579",Galambine,New South Wales,58.46
"SSC11580",Galong,New South Wales,260.13
"SSC11581",Galore,New South Wales,259.02
"SSC11582",Galston,New South Wales,23.56
"SSC11583",Ganbenang,New South Wales,136.91
"SSC11584",Gangat,New South Wales,9.67
"SSC11585",Ganmain,New South Wales,439.87
"SSC11586",Garah,New South Wales,2334.29
"SSC11587",Garden Suburb,New South Wales,1.90
"SSC11588",Garema,New South Wales,302.67
"SSC11589",Garland,New South Wales,85.86
"SSC11590",Garland Valley,New South Wales,96.41
"SSC11591",Garoo,New South Wales,261.14
"SSC11592",Garra,New South Wales,60.07
"SSC11593",Garthowen,New South Wales,73.06
"SSC11594",Gateshead,New South Wales,2.68
"SSC11595",Gearys Flat,New South Wales,87.44
"SSC11596",Geehi,New South Wales,366.38
"SSC11597",Gelston Park,New South Wales,30.05
"SSC11598",Gemalla,New South Wales,24.72
"SSC11599",Geneva,New South Wales,13.98
"SSC11600",Georges Creek,New South Wales,183.75
"SSC11601",Georges Hall,New South Wales,3.32
"SSC11602",Georges Plains,New South Wales,43.85
"SSC11603",Georgetown,New South Wales,0.55
"SSC11604",Georgica,New South Wales,28.28
"SSC11605",Gerogery,New South Wales,168.96
"SSC11606",Gerringong,New South Wales,10.86
"SSC11607",Gerroa,New South Wales,9.00
"SSC11608",Geurie,New South Wales,190.42
"SSC11609",Ghinni Ghi,New South Wales,62.66
"SSC11610",Ghinni Ghinni,New South Wales,6.91
"SSC11611",Ghoolendaadi,New South Wales,201.44
"SSC11612",Giants Creek,New South Wales,147.64
"SSC11613",Gibberagee,New South Wales,155.38
"SSC11614",Gibraltar Range,New South Wales,520.88
"SSC11615",Gidginbung,New South Wales,136.91
"SSC11616",Gidley,New South Wales,20.90
"SSC11617",Gilead,New South Wales,28.04
"SSC11618",Gilgai,New South Wales,86.17
"SSC11619",Gilgandra,New South Wales,648.13
"SSC11620",Gilgooma,New South Wales,368.52
"SSC11621",Gilgunnia,New South Wales,361.64
"SSC11622",Gillenbah,New South Wales,293.03
"SSC11623",Gilletts Ridge,New South Wales,6.88
"SSC11624",Gillieston Heights,New South Wales,11.80
"SSC11625",Gilmandyke,New South Wales,54.95
"SSC11626",Gilmore,New South Wales,95.59
"SSC11627",Gin Gin,New South Wales,567.18
"SSC11628",Gineroi,New South Wales,172.63
"SSC11629",Ginghi,New South Wales,53.42
"SSC11630",Gingkin,New South Wales,140.67
"SSC11631",Girards Hill,New South Wales,0.73
"SSC11632",Girilambone,New South Wales,1702.91
"SSC11633",Giro,New South Wales,181.88
"SSC11634",Girral,New South Wales,404.99
"SSC11635",Girralong,New South Wales,40.43
"SSC11636",Girraween,New South Wales,2.32
"SSC11637",Girvan,New South Wales,66.25
"SSC11638",Gladesville,New South Wales,3.51
"SSC11639",Gladstone,New South Wales,6.62
"SSC11640",Glanmire,New South Wales,46.84
"SSC11641",Glebe,New South Wales,1.69
"SSC11642",Gledswood Hills,New South Wales,4.07
"SSC11643",Glen Alice,New South Wales,140.11
"SSC11644",Glen Allen,New South Wales,148.97
"SSC11645",Glen Alpine,New South Wales,5.36
"SSC11646",Glen Davis,New South Wales,358.47
"SSC11647",Glen Elgin,New South Wales,310.67
"SSC11648",Glen Fergus,New South Wales,59.40
"SSC11649",Glen Innes,New South Wales,198.30
"SSC11650",Glen Martin,New South Wales,69.24
"SSC11651",Glen Nevis,New South Wales,113.08
"SSC11652",Glen Oak,New South Wales,44.54
"SSC11653",Glen Ward,New South Wales,107.66
"SSC11654",Glen William,New South Wales,26.11
"SSC11655",Glenbawn,New South Wales,114.19
"SSC11656",Glenbrook,New South Wales,6.99
"SSC11657",Glencoe,New South Wales,155.55
"SSC11658",Glendale,New South Wales,3.76
"SSC11659",Glendenning,New South Wales,3.57
"SSC11660",Glendon,New South Wales,10.68
"SSC11661",Glendon Brook,New South Wales,161.86
"SSC11662",Glenelg,New South Wales,146.37
"SSC11663",Glenellen,New South Wales,36.61
"SSC11664",Glenfield,New South Wales,6.99
"SSC11665",Glenfield Park,New South Wales,3.06
"SSC11666",Glengarrie,New South Wales,6.44
"SSC11667",Glenhaven,New South Wales,7.21
"SSC11668",Gleniffer,New South Wales,63.84
"SSC11669",Glenmore,New South Wales,6.70
"SSC11670",Glenmore Park,New South Wales,9.74
"SSC11671",Glennies Creek,New South Wales,40.20
"SSC11672",Glenning Valley,New South Wales,5.66
"SSC11673",Glenorie,New South Wales,79.44
